AS1,Org1_ID,AS2,Org2_ID,Total_CO2,CO2_Normalized
4755,TATACOMM-AS TATA Communications formerly VSNL is Leading ISP,7633,SOFTNET-AS-AP Software Technology Parks of India - Bangalore,22150583.04,9.16e-05
174,COGENT-174,23352,SERVERCENTRAL,22163656.8,9.17e-05
174,COGENT-174,26375,AIRESPRING,22168039.35,9.17e-05
1299,TWELVE99 Arelion Sweden AB,25956,LOGIXCOMM-AS4,22169190.0,9.17e-05
132602,BANGLADESH-AS-AP Bangladesh Submarine Cable Company Limited BSCCL,137491,PEEREX-NET-AS-AP PEEREX NETWORKS LTD.IIG,22274102.48,9.21e-05
174,COGENT-174,57111,ALTITUD NOVA NETWORKS S.R.L.,22275524.16,9.21e-05
3786,LGDACOM LG DACOM Corporation,9528,CBE-AS-KR Taejon Institute of Education Science,22281511.95,9.22e-05
24482,SGGS-AS-AP SG.GS,33891,CORE-BACKBONE Core-Backbone GmbH,22327746.42,9.24e-05
36236,NETACTUATE,12041,AS-AFILIAS1,22327926.72,9.24e-05
4637,ASN-TELSTRA-GLOBAL Telstra Global,2519,VECTANT ARTERIA Networks Corporation,22338924.8,9.24e-05
49666,TIC-GW-AS Telecommunication Infrastructure Company,31549,RASANA Aria Shatel PJSC,22342721.7,9.24e-05
197155,ARTNET Artnet Sp. z o.o.,200088,ARTNET2 Artnet Sp. z o.o.,22358212.88,9.25e-05
1299,TWELVE99 Arelion Sweden AB,202984,team-host Chernyshov Aleksandr Aleksandrovich,22365243.38,9.25e-05
174,COGENT-174,9381,HKBNES-AS-AP HKBN Enterprise Solutions HK Limited,22417939.32,9.27e-05
20764,RASCOM-AS CJSC RASCOM,49505,SELECTEL JSC Selectel,22428643.84,9.28e-05
55081,24SHELLS,55286,SERVER-MANIA,22441797.3,9.28e-05
27978,Telmex Servicios Empresariales S.A.,22047,VTR BANDA ANCHA S.A.,22465912.72,9.29e-05
3356,LEVEL3,8697,JTC-AS8697 Jordan Telecommunications PSC,22474833.08,9.30e-05
52320,"GlobeNet Cabos Submarinos Colombia, S.A.S.",23106,AMERICAN TOWER DO BRASIL-COMUNICACAO MULTIMIDIA LT,22480466.03,9.30e-05
34984,TELLCOM-AS Superonline Iletisim Hizmetleri A.S.,60051,Earthlink-dmcc Earthlink Telecommunications Equipment Trading & Services DMCC,22534873.38,9.32e-05
12389,ROSTELECOM-AS PJSC Rostelecom,12668,"MIRALOGIC-AS LLC ""KomTehCentr""",22563316.0,9.33e-05
8283,COLOCLUE-AS Netwerkvereniging Coloclue,6762,SEABONE-NET TELECOM ITALIA SPARKLE S.p.A.,22609834.8,9.35e-05
6939,HURRICANE,6057,Administracion Nacional de Telecomunicaciones,22677133.92,9.38e-05
1299,TWELVE99 Arelion Sweden AB,51167,CONTABO Contabo GmbH,22700230.5,9.39e-05
37662,WIOCC-AS,37340,Spectranet,22708512.75,9.39e-05
33891,CORE-BACKBONE Core-Backbone GmbH,39392,SuperNetwork SH.cz s.r.o.,22713565.8,9.39e-05
7922,COMCAST-7922,3491,CONSOLE-CONNECT-ASN,22750763.4,9.41e-05
3491,CONSOLE-CONNECT-ASN,3786,LGDACOM LG DACOM Corporation,22800459.96,9.43e-05
9002,RETN-AS RETN Limited,8758,IWAY Iway AG,22804193.82,9.43e-05
216213,Lexistar Lexistar Alliance Ltd.,212238,CDNEXT Datacamp Limited,22815655.29,9.44e-05
4637,ASN-TELSTRA-GLOBAL Telstra Global,55850,MERCURYNZ-AS-AP Mercury NZ Limited,22860434.1,9.46e-05
1299,TWELVE99 Arelion Sweden AB,13293,"PIONIER-AS-COM Institute of Bioorganic Chemistry Polish Academy of Science, Poznan Supercomputing and Networking Center",22874181.1,9.46e-05
20115,CHARTER-20115,22677,CHARTER-22677-MO-IL-C3,22884894.3,9.47e-05
58682,LEVEL3-BD Level3 Carrier Ltd.,24323,AAMRA-NETWORKS-AS-AP aamra networks limited,22936682.6,9.49e-05
209,CENTURYLINK-US-LEGACY-QWEST,3833,WYOMING,22963905.6,9.50e-05
6939,HURRICANE,226,LOS-NETTOS-AS,22986918.6,9.51e-05
199524,GCORE G-Core Labs S.A.,13335,CLOUDFLARENET,23012197.2,9.52e-05
2152,CENIC-2152,2920,LACOE,23032561.05,9.53e-05
45430,SBN-AWN-IIG-AS-AP SBN-IIGAWN-IIG transit provider,38235,MEKONGNET-ADC-AS-AP ANGKOR DATA COMMUNICATION,23037635.01,9.53e-05
5713,SAIX-NET,3067,DENINF-IPLAN,23056322.0,9.54e-05
9121,TTNet Turk Telekomunikasyon Anonim Sirketi,3216,"SOVAM-AS PJSC ""Vimpelcom""",23115853.2,9.56e-05
6939,HURRICANE,1916,Rede Nacional de Ensino e Pesquisa,23201903.2,9.60e-05
3356,LEVEL3,53062,ALT|GGNET TELECOM BACKBONE,23220974.7,9.60e-05
7474,OPTUSCOM-AS01-AU SingTel Optus Pty Ltd,4804,MPX-AS Microplex PTY LTD,23247312.14,9.62e-05
1299,TWELVE99 Arelion Sweden AB,30600,AS-CMN,23254908.93,9.62e-05
23243,COMCEL GUATEMALA S.A.,52362,"Servicios Innovadores de Comunicacion y Entretenimiento, S.A.",23275348.24,9.63e-05
174,COGENT-174,47160,MOJI MOJI SAS,23293341.72,9.63e-05
41564,AS41564 Orion Network Limited,57858,AS57858 Angelnet Limited,23303775.2,9.64e-05
2914,NTT-DATA-2914,4657,STARHUB-INTERNET StarHub Ltd,23311868.8,9.64e-05
5511,Opentransit Orange S.A.,7018,ATT-INTERNET4,23349552.36,9.66e-05
16637,MTNNS-AS,12091,MTNNS-1,23356887.12,9.66e-05
1299,TWELVE99 Arelion Sweden AB,7632,LINKNET-EXCHANGE-AS-ID Linknet-Exchange ASN,23392752.15,9.68e-05
9121,TTNet Turk Telekomunikasyon Anonim Sirketi,9021,ISNET Is Net Elektonik Bilgi Uretim Dagitim Ticaret ve Iletisim Hizmetleri A.S.,23421474.54,9.69e-05
18734,"Operbes, S.A. de C.V.",28545,Cablemas Telecomunicaciones SA de CV,23426986.25,9.69e-05
1299,TWELVE99 Arelion Sweden AB,16637,MTNNS-AS,23467887.81,9.71e-05
2914,NTT-DATA-2914,5405,INTERDOTLINK Inter.link GmbH,23468462.0,9.71e-05
9002,RETN-AS RETN Limited,9304,HUTCHISON-AS-AP HGC Global Communications Limited,23480171.66,9.71e-05
10075,FGL-AS-BD Fiber@Home Global Limited,150748,GMTL-AS-AP Gmax,23490059.85,9.72e-05
132884,SUMMIT-BD Summit Communications Limited,149994,RCL-AS-AP Rego Communications Ltd,23498638.27,9.72e-05
27066,DNIC-ASBLK-27032-27159,1600,DNIC-ASBLK-01550-01601,23513149.2,9.73e-05
3356,LEVEL3,6663,TTI-NET Euroweb Romania S.R.L.,23553457.2,9.74e-05
58299,OPENFACTORY-AS Openfactory GmbH,41051,FREETRANSIT Openfactory GmbH,23581502.96,9.75e-05
174,COGENT-174,9505,TWGATE-AP Taiwan Internet Gateway,23586243.21,9.76e-05
3257,GTT-BACKBONE GTT Communications Inc.,46844,SHARKTECH,23597607.68,9.76e-05
6939,HURRICANE,3741,IS,23622080.08,9.77e-05
3758,SINGNET SingNet,45143,SINGTELMOBILE-AS-AP SINGTEL MOBILE INTERNET SERVICE PROVIDER Singapore,23629303.72,9.77e-05
680,DFN Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.,9002,RETN-AS RETN Limited,23656183.6,9.78e-05
3356,LEVEL3,36692,CISCO-UMBRELLA,23825058.42,9.85e-05
4862,EQUANT-ASIA Orange Business AS for Asia,51964,ORANGE-BUSINESS-SERVICES-IPSN-ASN ORANGE BUSINESS SERVICES U.S. Inc.,23827211.12,9.86e-05
15169,GOOGLE,24482,SGGS-AS-AP SG.GS,23908446.32,9.89e-05
1299,TWELVE99 Arelion Sweden AB,19754,FNL-33-19754,23966121.75,9.91e-05
3257,GTT-BACKBONE GTT Communications Inc.,400282,UPX,23975326.95,9.92e-05
1299,TWELVE99 Arelion Sweden AB,2519,VECTANT ARTERIA Networks Corporation,23994652.82,9.92e-05
42020,LibanTelecom OGERO,39010,TERRANET-AS TerraNet sal,24001510.14,9.93e-05
3320,DTAG Deutsche Telekom AG,1273,CW Vodafone Group PLC,24022879.29,9.94e-05
3491,CONSOLE-CONNECT-ASN,45903,CMCTELECOM-VN CMC Telecom Infrastructure Company,24031863.24,9.94e-05
1299,TWELVE99 Arelion Sweden AB,140224,NEBULA,24088853.78,9.96e-05
9505,TWGATE-AP Taiwan Internet Gateway,9924,"TFN-TW Taiwan Fixed Network, Telco and Network Service Provider.",24113529.25,9.97e-05
4134,"CHINANET-BACKBONE No.31,Jin-rong Street",4816,CHINANET-IDC-GD China Telecom Group,24170881.35,1.00e-04
48200,OPTEAMAX-AS Opteamax GmbH,35710,WEBERCLOUD weber.digital GmbH,24179964.68,1.00e-04
174,COGENT-174,9929,CUII CHINA UNICOM Industrial Internet Backbone,24198883.17,1.00e-04
174,COGENT-174,8796,FD-298-8796,24314205.15,1.01e-04
3491,CONSOLE-CONNECT-ASN,38757,ICONPLN-ID-AP-NAP PT INDONESIA COMNETS PLUS,24337994.94,1.01e-04
1299,TWELVE99 Arelion Sweden AB,25220,GLOBALNOC-AS equada network GmbH,24338072.65,1.01e-04
174,COGENT-174,29169,GANDI-AS GANDI SAS,24339155.53,1.01e-04
15412,FLAG-AS FLAG TELECOM UK LIMITED,29357,WATANIYATELECOM-AS NATIONAL MOBILE TELECOMMUNICATIONS COMPANY K.S.C.P.,24414833.18,1.01e-04
55644,VIL-AS-AP Vodafone Idea Ltd,38266,VIL-AS-AP Vodafone Idea Ltd,24415082.08,1.01e-04
12389,ROSTELECOM-AS PJSC Rostelecom,29076,CITYTELECOM-AS Citytelecom LLC,24423036.21,1.01e-04
8283,COLOCLUE-AS Netwerkvereniging Coloclue,3491,CONSOLE-CONNECT-ASN,24471850.75,1.01e-04
46887,CROWNCASTLE-AS46887,23410,NET-NASSAU-BOCES,24476243.25,1.01e-04
3356,LEVEL3,9269,HKBN-AS-AP Hong Kong Broadband Network Ltd.,24534148.2,1.01e-04
3491,CONSOLE-CONNECT-ASN,6667,EUNET-FINLAND Elisa Oyj,24554407.67,1.02e-04
3356,LEVEL3,6057,Administracion Nacional de Telecomunicaciones,24557548.4,1.02e-04
15626,GF-UA GREEN FLOID LLC,48031,XServerCloud Ivanov Vitaliy Sergeevich,24579899.5,1.02e-04
3257,GTT-BACKBONE GTT Communications Inc.,52025,PARADOXNETWORKS-LIMITED ParadoxNetworks Limited,24581112.92,1.02e-04
174,COGENT-174,4657,STARHUB-INTERNET StarHub Ltd,24588144.0,1.02e-04
3216,"SOVAM-AS PJSC ""Vimpelcom""",9002,RETN-AS RETN Limited,24598962.48,1.02e-04
174,COGENT-174,19108,SUDDENLINK-COMMUNICATIONS,24607417.35,1.02e-04
1299,TWELVE99 Arelion Sweden AB,26613,CORPORACION NACIONAL DE TELECOMUNICACIONES - CNT EP,24631985.1,1.02e-04
38283,CHINANET-SCIDC-AS-AP CHINANET SiChuan Telecom Internet Data Center,45090,TENCENT-NET-AP Shenzhen Tencent Computer Systems Company Limited,24696858.35,1.02e-04
1299,TWELVE99 Arelion Sweden AB,30950,Eviny-AS30950 Eviny Digital AS,24705810.75,1.02e-04
9002,RETN-AS RETN Limited,9886,CTCSCITECHLIMITED-AS-AP CTCSCI TECH LIMITED,24708105.56,1.02e-04
4766,KIXS-AS-KR Korea Telecom,6762,SEABONE-NET TELECOM ITALIA SPARKLE S.p.A.,24746433.6,1.02e-04
1299,TWELVE99 Arelion Sweden AB,28824,ASN-EMPSECURE EMP SECURE AS,24771485.76,1.02e-04
3491,CONSOLE-CONNECT-ASN,4761,INDOSAT-INP-AP INDOSAT Internet Network Provider,24798364.95,1.03e-04
32098,TRANSTELCO-INC,24482,SGGS-AS-AP SG.GS,24831752.4,1.03e-04
1299,TWELVE99 Arelion Sweden AB,8896,XFIBER-AS GLOBALCONNECT AS,24846677.32,1.03e-04
297,AS297,270,AS270,24859793.25,1.03e-04
3356,LEVEL3,36994,Vodacom-VB,24898485.43,1.03e-04
7470,"TRUEINTERNET-AS-AP TRUE INTERNET Co.,Ltd.",4274,ERX-AU-NET Assumption University,24912576.0,1.03e-04
2914,NTT-DATA-2914,54994,ML-1432-54994,24913346.8,1.03e-04
6233,XTOM,9498,BBIL-AP BHARTI Airtel Ltd.,24937829.65,1.03e-04
1299,TWELVE99 Arelion Sweden AB,52000,MIRhosting MIRhosting B.V.,24941543.55,1.03e-04
1299,TWELVE99 Arelion Sweden AB,13768,COGECO-PEER1,24969414.2,1.03e-04
174,COGENT-174,198385,AlpineDC AlpineDC SA,24989408.08,1.03e-04
174,COGENT-174,58717,SUMMITCOMMUNICATIONS-BD Summit Communications Ltd,24990592.79,1.03e-04
5511,Opentransit Orange S.A.,3399,OBE-NET Obenet AB,25003308.39,1.03e-04
174,COGENT-174,46562,PERFORMIVE,25003322.06,1.03e-04
3758,SINGNET SingNet,9255,CONNECTPLUS-AS Singapore Telecom,25024691.4,1.04e-04
25956,LOGIXCOMM-AS4,11215,LOGIXCOMM-AS,25025870.4,1.04e-04
174,COGENT-174,63199,CDSC-AS1,25045703.1,1.04e-04
9318,SKB-AS SK Broadband Co Ltd,9689,SKB-FCABLE-AS SK Broadband Co Ltd,25081562.88,1.04e-04
12956,TELXIUS TELEFONICA GLOBAL SOLUTIONS SL,23379,AS-BBT,25096064.7,1.04e-04
745,AFCONC-BLOCK2-AS,367,DNIC-ASBLK-00306-00371,25107566.55,1.04e-04
4809,CHINATELECOM-CORE-WAN-CN2 China Telecom Next Generation Carrier Network,4812,CHINANET-SH-AP China Telecom Group,25111709.5,1.04e-04
1299,TWELVE99 Arelion Sweden AB,58807,CMI-INT-AS China Mobile International Limited,25122337.28,1.04e-04
2914,NTT-DATA-2914,3223,VOXILITY Voxility LLP,25151610.12,1.04e-04
8758,IWAY Iway AG,9498,BBIL-AP BHARTI Airtel Ltd.,25171587.26,1.04e-04
55685,JLM-AS-ID PT Jala Lintas Media,38320,MMS-AS-ID PT Maxindo Mitra Solusi,25174160.27,1.04e-04
3491,CONSOLE-CONNECT-ASN,5065,BUNNY-COMMUNICATIONS-GLOBAL,25180580.88,1.04e-04
9299,IPG-AS-AP Philippine Long Distance Telephone Company,7629,EPLDT-AS-AP 5F L.V. Locsin Bldg,25201944.06,1.04e-04
4455,BSO IX Reach Ltd,6461,ZAYO-6461,25239816.25,1.04e-04
2516,KDDI KDDI CORPORATION,6453,AS6453,25262384.3,1.04e-04
18883,FIBERNET-NETWORK-OPERATIONS-CENTER,53347,PREMIER-COMMUNICATIONS,25263287.85,1.04e-04
1299,TWELVE99 Arelion Sweden AB,14593,SPACEX-STARLINK,25291760.88,1.05e-04
58552,MULTIDATA-ID-AP PT Multidata Rancana Prima,55666,GMEDIA-AS-ID PT Media Sarana Data,25325659.73,1.05e-04
174,COGENT-174,39392,SuperNetwork SH.cz s.r.o.,25386660.0,1.05e-04
2914,NTT-DATA-2914,39386,STC-IGW-AS Saudi Telecom Company JSC,25414000.64,1.05e-04
1299,TWELVE99 Arelion Sweden AB,9505,TWGATE-AP Taiwan Internet Gateway,25468901.4,1.05e-04
2914,NTT-DATA-2914,5713,SAIX-NET,25472923.2,1.05e-04
6667,EUNET-FINLAND Elisa Oyj,6461,ZAYO-6461,25487364.24,1.05e-04
174,COGENT-174,20473,AS-VULTR,25513666.11,1.06e-04
174,COGENT-174,5398,InternetONE Internet one SRL,25524009.5,1.06e-04
55352,FIVENET-IN Microscan Internet Limited,24554,AS-FIVE-NET-IN Microscan Internet Limited,25534227.68,1.06e-04
31133,MF-MGSM-AS PJSC MegaFon,29648,COMLINE-AS PJSC MegaFon,25562624.4,1.06e-04
4637,ASN-TELSTRA-GLOBAL Telstra Global,5511,Opentransit Orange S.A.,25629862.36,1.06e-04
12389,ROSTELECOM-AS PJSC Rostelecom,28840,"TATTELECOM-AS PJSC ""TATTELECOM""",25690197.2,1.06e-04
262589,SAMM TECNOLOGIA E TELECOMUNICACOES S.A,263703,VIGINET C.A,25694127.69,1.06e-04
9583,SIFY-AS-IN Sify Limited,6939,HURRICANE,25698069.76,1.06e-04
1764,NEXTLAYER-AS Next Layer Telekommunikationsdienstleistungs- und Beratungs GmbH,51184,FONIRA Fonira Telekom GmbH,25704997.05,1.06e-04
37662,WIOCC-AS,16284,Inq-Digital-Nigeria-AS,25713461.2,1.06e-04
12956,TELXIUS TELEFONICA GLOBAL SOLUTIONS SL,60068,CDN77 Datacamp Limited,25731258.74,1.06e-04
18734,"Operbes, S.A. de C.V.",16960,"Television Internacional, S.A. de C.V.",25824469.95,1.07e-04
17476,CHL-AS-AP CloudRadium HK Limited,40065,CNSERVERS,25857078.93,1.07e-04
3356,LEVEL3,8551,BEZEQ-INTERNATIONAL-AS Bezeq International Ltd.,25873400.72,1.07e-04
12713,OTEGlobe Ote SA (Hellenic Telecommunications Organisation),37558,LITC,25923289.96,1.07e-04
58470,MOBILINK-PEERING-AS-PK IX Peering for Mobilink and Link Direct International.,23966,LDN-AS-PK LINKdotNET Telecom Limited,25927188.84,1.07e-04
55002,DEFENSE-NET,18434,FNIS,25947924.6,1.07e-04
10075,FGL-AS-BD Fiber@Home Global Limited,132298,ADCL-AS-AP Antaranga Dot Com Ltd,25956933.84,1.07e-04
6762,SEABONE-NET TELECOM ITALIA SPARKLE S.p.A.,9304,HUTCHISON-AS-AP HGC Global Communications Limited,25963174.08,1.07e-04
23520,LIBERTY-NETWORKS,52471,"COLUMBUS NETWORKS DOMINICANA, S.A.",26050187.05,1.08e-04
2497,IIJ Internet Initiative Japan Inc.,9824,"JTCL-JP-AS JCOM Co., Ltd.",26051550.16,1.08e-04
59605,ZAINGP-AS Zain Omantel International FZ-LLC,48832,Zain-Jo Jordanian mobile phone services Ltd,26092371.9,1.08e-04
58717,SUMMITCOMMUNICATIONS-BD Summit Communications Ltd,23956,AMBERIT-BD-AS AmberIT Limited,26156987.28,1.08e-04
23520,LIBERTY-NETWORKS,11556,Cable & Wireless Panama,26198201.22,1.08e-04
3257,GTT-BACKBONE GTT Communications Inc.,55943,ONATI-AS-AP ONATI,26226717.45,1.08e-04
138608,CLOUDHOST-AS-AP Cloud Host Pte Ltd,136052,IDNIC-IDCLOUDHOST-AS-ID PT Cloud Hosting Indonesia,26306041.5,1.09e-04
23487,CONECEL,27738,Ecuadortelecom S.A.,26312946.3,1.09e-04
13335,CLOUDFLARENET,30103,ZOOM-VIDEO-COMM-AS,26468235.41,1.09e-04
3356,LEVEL3,41095,IPTP IPTP LTD,26520346.88,1.10e-04
3303,SWISSCOM Swisscom (Schweiz) AG,4837,CHINA169-BACKBONE CHINA UNICOM China169 Backbone,26561846.71,1.10e-04
2914,NTT-DATA-2914,4788,TTSSB-MY TM TECHNOLOGY SERVICES SDN. BHD.,26563848.33,1.10e-04
3356,LEVEL3,7545,TPG-INTERNET-AP TPG Telecom Limited,26568460.09,1.10e-04
4637,ASN-TELSTRA-GLOBAL Telstra Global,4657,STARHUB-INTERNET StarHub Ltd,26587417.72,1.10e-04
1299,TWELVE99 Arelion Sweden AB,29066,VELIANET-AS velia.net Internetdienste GmbH,26600545.62,1.10e-04
41327,FIBERTELECOM-AS Fiber Telecom S.p.A.,15605,CONNESI Connesi s.p.a.,26600576.4,1.10e-04
38193,TWA-AS-AP Transworld Associates Pvt. Ltd.,38264,WATEEN-IMS-PK-AS-AP National WiMAXIMS environment,26617979.97,1.10e-04
3356,LEVEL3,8781,QA-ISP Ooredoo Q.S.C.,26620052.51,1.10e-04
2914,NTT-DATA-2914,41327,FIBERTELECOM-AS Fiber Telecom S.p.A.,26678101.54,1.10e-04
12956,TELXIUS TELEFONICA GLOBAL SOLUTIONS SL,263702,GRUPO ZGH SPA,26738395.04,1.11e-04
2914,NTT-DATA-2914,9457,DREAMX-AS DREAMLINE CO.,26862362.15,1.11e-04
6461,ZAYO-6461,9009,M247 M247 Europe SRL,26864981.95,1.11e-04
174,COGENT-174,23089,HOTWIRE-COMMUNICATIONS,26865376.2,1.11e-04
2914,NTT-DATA-2914,4766,KIXS-AS-KR Korea Telecom,26907943.28,1.11e-04
396356,LATITUDE-SH,209372,WSTelecom_Customers WS Telecom Inc,26943488.23,1.11e-04
2914,NTT-DATA-2914,9924,"TFN-TW Taiwan Fixed Network, Telco and Network Service Provider.",26968549.43,1.12e-04
43754,ASIATECH Asiatech Data Transmission company,34636,Laser-AS Laser Company Ltd,26989725.36,1.12e-04
58453,CMI-INT-HK China Mobile International Limited,45629,JASTEL-NETWORK-TH-AP JasTel Network International Gateway,27007992.75,1.12e-04
7922,COMCAST-7922,6461,ZAYO-6461,27009272.25,1.12e-04
55655,SIMS-AS-ID PT. Saranainsan Mudaselaras,58485,WIFIAN-AS-ID WIFIAN,27016228.26,1.12e-04
3491,CONSOLE-CONNECT-ASN,7473,SINGTEL-AS-AP Singapore Telecommunications Ltd,27021801.41,1.12e-04
1267,ASN-WINDTRE WIND TRE S.P.A.,6461,ZAYO-6461,27048257.95,1.12e-04
1299,TWELVE99 Arelion Sweden AB,20514,QBRANCH Axians AB,27053592.3,1.12e-04
15924,BORUSANTELEKOM-AS Vodafone Net Iletisim Hizmetler AS,47524,AS-TURKSAT Turksat Uydu Haberlesme ve Kablo TV Isletme A.S.,27135978.1,1.12e-04
1299,TWELVE99 Arelion Sweden AB,45204,GEMNET-MN GEMNET LLC,27204208.14,1.13e-04
7922,COMCAST-7922,7725,COMCAST-7725,27225913.2,1.13e-04
174,COGENT-174,8551,BEZEQ-INTERNATIONAL-AS Bezeq International Ltd.,27252312.36,1.13e-04
6939,HURRICANE,1257,TELE2,27258587.25,1.13e-04
2914,NTT-DATA-2914,7713,TELKOMNET-AS-AP PT Telekomunikasi Indonesia,27262530.0,1.13e-04
6461,ZAYO-6461,553,BELWUE Universitaet Stuttgart,27273095.0,1.13e-04
19551,INCAPSULA,22612,NAMECHEAP-NET,27292620.81,1.13e-04
3257,GTT-BACKBONE GTT Communications Inc.,6327,SHAW,27335311.56,1.13e-04
174,COGENT-174,55655,SIMS-AS-ID PT. Saranainsan Mudaselaras,27352136.82,1.13e-04
9824,"JTCL-JP-AS JCOM Co., Ltd.",4721,"JCN JCOM Co., Ltd.",27359602.0,1.13e-04
174,COGENT-174,45489,"SLT-GLOBAL Sri Lanka Telecom PLC, GLobal Peering",27376844.43,1.13e-04
4713,OCN NTT Communications Corporation,2510,INFOWEB FUJITSU LIMITED,27418927.36,1.13e-04
34549,MEER-AS meerfarbig GmbH & Co. KG,58299,OPENFACTORY-AS Openfactory GmbH,27552260.32,1.14e-04
37662,WIOCC-AS,37204,TELONE,27554165.6,1.14e-04
6939,HURRICANE,6327,SHAW,27632078.4,1.14e-04
45629,JASTEL-NETWORK-TH-AP JasTel Network International Gateway,55423,JASTEL-NETWORK-TH-IDC-AP JasTel Network,27644597.5,1.14e-04
2914,NTT-DATA-2914,62904,AS62904,27649461.76,1.14e-04
174,COGENT-174,3303,SWISSCOM Swisscom (Schweiz) AG,27666781.35,1.14e-04
1273,CW Vodafone Group PLC,16019,VODAFONE-CZ-AS Vodafone Czech Republic a.s.,27668975.94,1.14e-04
2914,NTT-DATA-2914,32787,PROLEXIC-TECHNOLOGIES-DDOS-MITIGATION-NETWORK,27732795.7,1.15e-04
16637,MTNNS-AS,30986,SCANCOM,27796999.66,1.15e-04
55836,RELIANCEJIO-IN Reliance Jio Infocomm Limited,45184,DEN-ISP-AS-IN-AP Den Digital Entertainment Pvt. Ltd. AS ISP india,27798726.72,1.15e-04
6939,HURRICANE,8057,VISIONNET,27854935.2,1.15e-04
35986,VYVE-BROADBAND,40285,NORTHLAND-CABLE,27873729.15,1.15e-04
4780,SEEDNET Digital United Inc.,9674,"FET-TW Far EastTone Telecommunication Co., Ltd.",27939360.1,1.16e-04
174,COGENT-174,36925,ASMedi,27996448.86,1.16e-04
1299,TWELVE99 Arelion Sweden AB,8717,A1BG A1 Bulgaria EAD,28044237.76,1.16e-04
49289,Media-Veneto Omegacom S.R.L.S.,50877,AIRBEAM-AS Airbeam S.r.l.,28052001.86,1.16e-04
1299,TWELVE99 Arelion Sweden AB,1828,UNITAS,28067975.98,1.16e-04
3257,GTT-BACKBONE GTT Communications Inc.,8551,BEZEQ-INTERNATIONAL-AS Bezeq International Ltd.,28078070.44,1.16e-04
55410,VIL-AS-AP Vodafone Idea Ltd,45271,VIL-AS-AP Vodafone Idea Ltd,28082054.72,1.16e-04
24482,SGGS-AS-AP SG.GS,45735,UNINET-NAP-AS-ID PT. UNINET MEDIA SAKTI,28092230.95,1.16e-04
17557,PKTELECOM-AS-PK Pakistan Telecommunication Company Limited,24499,TPP-AS-PK Telenor Pakistan,28098018.9,1.16e-04
7568,CSLOX-IIG-AS-AP CS LOXINFO Public Company Limited.,9891,CSLOX-IDC-AS-AP CS LOXINFO Public Company Limited.,28121467.5,1.16e-04
1299,TWELVE99 Arelion Sweden AB,19429,ETB - Colombia,28134829.8,1.16e-04
13335,CLOUDFLARENET,58791,"GMOOSK-NET GMO Internet Group, Inc.",28147712.88,1.16e-04
1299,TWELVE99 Arelion Sweden AB,13536,TVC-AS1,28171691.52,1.17e-04
2914,NTT-DATA-2914,7568,CSLOX-IIG-AS-AP CS LOXINFO Public Company Limited.,28195912.44,1.17e-04
7029,WINDSTREAM,6939,HURRICANE,28217859.6,1.17e-04
174,COGENT-174,29802,HVC-AS,28249941.86,1.17e-04
4637,ASN-TELSTRA-GLOBAL Telstra Global,9886,CTCSCITECHLIMITED-AS-AP CTCSCI TECH LIMITED,28263054.9,1.17e-04
4637,ASN-TELSTRA-GLOBAL Telstra Global,4775,GLOBE-TELECOM-AS Globe Telecoms,28271664.42,1.17e-04
1299,TWELVE99 Arelion Sweden AB,4764,WIDEBAND-AS-AP Aussie Broadband,28281052.08,1.17e-04
1103,SURFNET-NL SURF B.V.,6939,HURRICANE,28321831.17,1.17e-04
24482,SGGS-AS-AP SG.GS,57463,NetIX NetIX Communications JSC,28356683.44,1.17e-04
174,COGENT-174,41201,DOLSAT DOLSAT sp. z o.o.,28393011.62,1.17e-04
174,COGENT-174,36944,UBUNTU-UNICAST-AS,28433030.5,1.18e-04
1299,TWELVE99 Arelion Sweden AB,37100,SEACOM-AS,28476882.33,1.18e-04
6461,ZAYO-6461,6830,LibertyGlobal Liberty Global B.V.,28515481.5,1.18e-04
1299,TWELVE99 Arelion Sweden AB,4809,CHINATELECOM-CORE-WAN-CN2 China Telecom Next Generation Carrier Network,28588233.48,1.18e-04
9002,RETN-AS RETN Limited,6327,SHAW,28593452.12,1.18e-04
3356,LEVEL3,5398,InternetONE Internet one SRL,28593691.49,1.18e-04
2497,IIJ Internet Initiative Japan Inc.,6461,ZAYO-6461,28633891.13,1.18e-04
51395,AS-SOFTPLUS Datasource AG,59891,FSIT FSIT AG,28679808.6,1.19e-04
3257,GTT-BACKBONE GTT Communications Inc.,35266,EXN-AS EX Networks Limited,28701680.0,1.19e-04
38008,APERTURE-AS-AP Aperture Science Limited,10099,UNICOM-GLOBAL China Unicom Global,28787371.6,1.19e-04
4766,KIXS-AS-KR Korea Telecom,9848,SEJONGTELECOM-AS-KR SEJONG NETWORKS,28789575.39,1.19e-04
12956,TELXIUS TELEFONICA GLOBAL SOLUTIONS SL,37468,ANGOLA-CABLES,28843172.4,1.19e-04
32787,PROLEXIC-TECHNOLOGIES-DDOS-MITIGATION-NETWORK,24482,SGGS-AS-AP SG.GS,28864358.34,1.19e-04
3356,LEVEL3,51167,CONTABO Contabo GmbH,28866861.36,1.19e-04
50509,TRANSROUTE Transroute Telecom LTD,34665,PINDC-AS Petersburg Internet Network ltd.,28897366.68,1.20e-04
