AS1,Org1_ID,AS2,Org2_ID,Total_CO2,CO2_Normalized
21859,ZEN-ECN,45903,CMCTELECOM-VN CMC Telecom Infrastructure Company,18187795.73,7.52e-05
8888,XTOM xTom Pty Ltd,9498,BBIL-AP BHARTI Airtel Ltd.,18219995.15,7.54e-05
21859,ZEN-ECN,13444,TRS-GL-01,18250750.8,7.55e-05
2614,RoEduNet Agentia de Administrare a Retelei Nationale de Informatica pentru Educatie si Cercetare,6939,HURRICANE,18278691.6,7.56e-05
58682,LEVEL3-BD Level3 Carrier Ltd.,24432,"AXIATA-ROBI-AS-AP TM International Bangladesh Ltd.Internet service Provider,Gulshan-1,Dhaka-1212",18280577.71,7.56e-05
174,COGENT-174,17806,MANGOTELESERVICE-AS-BD Tire-1 IP Transit Provider of Bangladesh,18297405.0,7.57e-05
8283,COLOCLUE-AS Netwerkvereniging Coloclue,6461,ZAYO-6461,18309629.25,7.57e-05
59689,CODE40-AS CODE40 SAS,58308,CUSAE-AS Cusae SAS,18314333.02,7.58e-05
3257,GTT-BACKBONE GTT Communications Inc.,40065,CNSERVERS,18341806.4,7.59e-05
3257,GTT-BACKBONE GTT Communications Inc.,54103,MODMC-54103-AS,18348898.4,7.59e-05
3257,GTT-BACKBONE GTT Communications Inc.,37721,Virtual-Technologies-Solutions-SA,18356827.89,7.59e-05
198949,Radware Radware Ltd,14235,STATE-NM-,18368593.05,7.60e-05
2609,TN-BB-AS Tunisia BackBone AS,327934,Tunisie-Telecom,18373959.0,7.60e-05
174,COGENT-174,55081,24SHELLS,18383920.7,7.60e-05
23947,MORATELINDONAP-AS-ID PT.Mora Telematika Indonesia,46030,JASTRINDONET-AS-ID PT Jastrindo Dinamika,18408549.25,7.61e-05
1299,TWELVE99 Arelion Sweden AB,4761,INDOSAT-INP-AP INDOSAT Internet Network Provider,18410455.66,7.61e-05
4837,CHINA169-BACKBONE CHINA UNICOM China169 Backbone,7195,EDGEUNO S.A.S,18420307.68,7.62e-05
6939,HURRICANE,7131,PTIPACIFICAINC-AS-AP PTI Pacifica Inc.,18430869.75,7.62e-05
50869,FREEIX-REMOTE IPng Networks GmbH,56457,FASTPATH FASTPATH IKE,18431328.0,7.62e-05
3356,LEVEL3,7552,VIETEL-AS-AP Viettel Group,18454360.85,7.63e-05
1299,TWELVE99 Arelion Sweden AB,6758,AS6758 Monaco Telecom S.A.,18456043.74,7.63e-05
174,COGENT-174,46261,QUICKPACKET,18474158.52,7.64e-05
23764,CTGNET CTGNet,38040,GLOBAL-TRANSIT-TOT-IIG-TH TOT Public Company Limited,18478385.7,7.64e-05
50266,Odido Odido Netherlands B.V.,13127,Odido Odido Netherlands B.V.,18485550.56,7.65e-05
174,COGENT-174,5056,AUREON-5056,18485575.8,7.65e-05
174,COGENT-174,3399,OBE-NET Obenet AB,18511775.6,7.66e-05
3356,LEVEL3,8717,A1BG A1 Bulgaria EAD,18533865.24,7.67e-05
17557,PKTELECOM-AS-PK Pakistan Telecommunication Company Limited,58895,EBONE1-PK Ebone Network PVT. Limited,18537756.66,7.67e-05
264409,GRUPO YAX,263152,MIGO TELECOM,18542605.39,7.67e-05
3356,LEVEL3,6428,CDM,18573025.2,7.68e-05
3320,DTAG Deutsche Telekom AG,37271,Workonline,18577779.88,7.68e-05
1299,TWELVE99 Arelion Sweden AB,39392,SuperNetwork SH.cz s.r.o.,18587559.33,7.69e-05
49100,IR-THR-PTE Pishgaman Toseeh Ertebatat Company (Private Joint Stock),34918,PISHGAMAN-DATACENTER Pishgaman Toseeh Ertebatat Company (Private Joint Stock),18602779.26,7.69e-05
174,COGENT-174,47794,ATHEEB-AS Etihad Atheeb Telecom Company,18646076.16,7.71e-05
174,COGENT-174,9141,AS9141 P4 Sp. z o.o.,18656648.26,7.72e-05
6939,HURRICANE,7552,VIETEL-AS-AP Viettel Group,18658092.9,7.72e-05
3303,SWISSCOM Swisscom (Schweiz) AG,4134,"CHINANET-BACKBONE No.31,Jin-rong Street",18673339.35,7.72e-05
1299,TWELVE99 Arelion Sweden AB,23487,CONECEL,18696028.83,7.73e-05
58717,SUMMITCOMMUNICATIONS-BD Summit Communications Ltd,45326,BBTS-AS-AP Broad Band Telecom Services Ltd,18698744.97,7.73e-05
2914,NTT-DATA-2914,1828,UNITAS,18703236.6,7.74e-05
2914,NTT-DATA-2914,35916,MULTA-ASN1,18706107.0,7.74e-05
9002,RETN-AS RETN Limited,7195,EDGEUNO S.A.S,18708433.95,7.74e-05
38091,HELLONET-AS-KR LG HelloVision Corp.,17839,DREAMPLUS-AS-KR LG HelloVision Corp.,18719204.22,7.74e-05
49367,ASSEFLOW Seflow s.r.l.,20912,"ASN-PANSERVICE Giuliano Claudio Peritore trading as ""Panservice s.a.s. di Cuseo Fabrizio & C.""",18756732.02,7.76e-05
2675,CDAGOVN,2665,CDAGOVN,18765853.5,7.76e-05
4637,ASN-TELSTRA-GLOBAL Telstra Global,55933,CLOUDIE-AS-AP Cloudie Limited,18771313.2,7.76e-05
32098,TRANSTELCO-INC,28438,"IP Matrix, S.A. de C.V.",18811956.0,7.78e-05
2518,BIGLOBE BIGLOBE Inc.,58453,CMI-INT-HK China Mobile International Limited,18813134.88,7.78e-05
2914,NTT-DATA-2914,45430,SBN-AWN-IIG-AS-AP SBN-IIGAWN-IIG transit provider,18820168.8,7.78e-05
4637,ASN-TELSTRA-GLOBAL Telstra Global,6830,LibertyGlobal Liberty Global B.V.,18823050.84,7.79e-05
3910,CENTURYLINK-EUROPE-LEGACY-QWEST,3561,CENTURYLINK-LEGACY-SAVVIS,18835168.92,7.79e-05
2914,NTT-DATA-2914,1916,Rede Nacional de Ensino e Pesquisa,18836191.5,7.79e-05
3491,CONSOLE-CONNECT-ASN,59796,STORMWALL-AS StormWall s.r.o.,18874911.0,7.81e-05
9381,HKBNES-AS-AP HKBN Enterprise Solutions HK Limited,9729,IS-AP iAdvantage Limited,18887031.06,7.81e-05
3257,GTT-BACKBONE GTT Communications Inc.,9269,HKBN-AS-AP Hong Kong Broadband Network Ltd.,18928004.79,7.83e-05
30844,LIQUID-AS Liquid Telecommunications Ltd,37236,Reflex-Solutions,18932058.16,7.83e-05
3257,GTT-BACKBONE GTT Communications Inc.,42831,UKSERVERS-AS UK Dedicated Servers Limited,18945912.9,7.84e-05
3257,GTT-BACKBONE GTT Communications Inc.,55081,24SHELLS,18980747.36,7.85e-05
174,COGENT-174,32440,LONI,18983040.15,7.85e-05
7738,V tal,8167,V tal,18998064.4,7.86e-05
58717,SUMMITCOMMUNICATIONS-BD Summit Communications Ltd,24389,GRAMEENPHONE-AS-AP GrameenPhone Ltd.,19013412.36,7.86e-05
174,COGENT-174,9269,HKBN-AS-AP Hong Kong Broadband Network Ltd.,19019728.0,7.87e-05
15169,GOOGLE,1299,TWELVE99 Arelion Sweden AB,19060385.25,7.88e-05
12389,ROSTELECOM-AS PJSC Rostelecom,210756,EdgeCenterLLC EdgeCenter LLC,19086692.58,7.89e-05
34984,TELLCOM-AS Superonline Iletisim Hizmetleri A.S.,12978,DSMART ANDROMEDA TV DIGITAL PLATFORM ISLETMECILIGI A.S.,19091426.2,7.90e-05
1299,TWELVE99 Arelion Sweden AB,29119,SERVIHOSTING-AS AIRE NETWORKS DEL MEDITERRANEO SL UNIPERSONAL,19100834.5,7.90e-05
24373,"ADC-AS-AP ADC GROUP CO.,LIMITED",13444,TRS-GL-01,19117817.24,7.91e-05
174,COGENT-174,52444,Pogliotti & Pogliotti Construcciones S.A.,19121458.5,7.91e-05
4230,CLARO S.A.,4134,"CHINANET-BACKBONE No.31,Jin-rong Street",19130090.76,7.91e-05
6939,HURRICANE,7642,DHIRAAGU-MV-AP DHIVEHI RAAJJEYGE GULHUN PLC,19142826.36,7.92e-05
52468,UFINET PANAMA S.A.,3551,Universidad Tecnologica de Panama,19155039.68,7.92e-05
7473,SINGTEL-AS-AP Singapore Telecommunications Ltd,9381,HKBNES-AS-AP HKBN Enterprise Solutions HK Limited,19156368.0,7.92e-05
12956,TELXIUS TELEFONICA GLOBAL SOLUTIONS SL,27882,Telefonica Celular de Bolivia S.A.,19185543.86,7.94e-05
7633,SOFTNET-AS-AP Software Technology Parks of India - Bangalore,2697,ERX-ERNET-AS Education and Research Network,19191930.4,7.94e-05
137831,SHOPEE-AS-AP SEA IX,138341,SHOPEE-AS SHOPEE SINGAPORE PRIVATE LIMITED,19193498.72,7.94e-05
174,COGENT-174,21859,ZEN-ECN,19257265.44,7.97e-05
139901,APPLE1-AS-AP Apple Communication Ltd.,137967,DIGICON-ISP-AS Digicon Telecommunication Ltd,19307240.85,7.99e-05
136975,GNET-AS-AP Global Technology,133524,"GTCL-AS-AP Global Technology Co., Ltd.",19340112.66,8.00e-05
1299,TWELVE99 Arelion Sweden AB,9829,BSNL-NIB National Internet Backbone,19388347.4,8.02e-05
2516,KDDI KDDI CORPORATION,38631,LINE LINE Corporation,19392310.56,8.02e-05
3356,LEVEL3,4648,SPARK-NZ Global-Gateway Internet,19423438.4,8.03e-05
1273,CW Vodafone Group PLC,6461,ZAYO-6461,19434324.84,8.04e-05
174,COGENT-174,6667,EUNET-FINLAND Elisa Oyj,19451582.08,8.05e-05
174,COGENT-174,18747,IFX18747,19480472.32,8.06e-05
4648,SPARK-NZ Global-Gateway Internet,4771,SPARKNZ Spark New Zealand Trading Ltd.,19518715.77,8.07e-05
174,COGENT-174,31042,SERBIA-BROADBAND-AS Serbia BroadBand-Srpske Kablovske mreze d.o.o.,19522357.75,8.07e-05
174,COGENT-174,37721,Virtual-Technologies-Solutions-SA,19526024.43,8.08e-05
3356,LEVEL3,52444,Pogliotti & Pogliotti Construcciones S.A.,19526067.4,8.08e-05
52320,"GlobeNet Cabos Submarinos Colombia, S.A.S.",19429,ETB - Colombia,19550861.54,8.09e-05
174,COGENT-174,208905,Exelera-AS Exelera Telecom Ltd,19574396.34,8.10e-05
3356,LEVEL3,3360,DXC-AS3360,19596278.97,8.11e-05
23520,LIBERTY-NETWORKS,263703,VIGINET C.A,19627057.03,8.12e-05
1836,GREEN green.ch AG,9498,BBIL-AP BHARTI Airtel Ltd.,19633187.0,8.12e-05
12956,TELXIUS TELEFONICA GLOBAL SOLUTIONS SL,10834,Telefonica de Argentina,19651794.6,8.13e-05
45306,"KTP-AS-ID KHASANAH TEKNOLOGI PERSADA, PT",18103,NEUVIZ-AS-ID-AP Neuviz Net,19673092.04,8.14e-05
2914,NTT-DATA-2914,58807,CMI-INT-AS China Mobile International Limited,19679091.75,8.14e-05
31133,MF-MGSM-AS PJSC MegaFon,50928,SYNTSIB-AS PJSC MegaFon,19723024.4,8.16e-05
174,COGENT-174,4764,WIDEBAND-AS-AP Aussie Broadband,19733328.4,8.16e-05
15412,FLAG-AS FLAG TELECOM UK LIMITED,45903,CMCTELECOM-VN CMC Telecom Infrastructure Company,19738140.25,8.16e-05
174,COGENT-174,29222,Infomaniak-AS Infomaniak Network SA,19739179.38,8.16e-05
58552,MULTIDATA-ID-AP PT Multidata Rancana Prima,38511,TACHYON-AS-ID PT Remala Abadi,19802100.3,8.19e-05
49100,IR-THR-PTE Pishgaman Toseeh Ertebatat Company (Private Joint Stock),39074,IR-SEPANTA Sepanta Communication Development Co. Ltd,19818613.62,8.20e-05
6939,HURRICANE,8851,EDGE GCI Network Solutions Limited,19831348.67,8.20e-05
12722,RECONN RECONN LLC,212667,ISPIRIA-AS RECONN LLC,19860184.11,8.21e-05
4826,VOCUS-BACKBONE-AS Vocus Connect International Backbone,49915,MEGAPORT-GLOBAL-ACCESS Megaport (UK) Limited,19904069.5,8.23e-05
39386,STC-IGW-AS Saudi Telecom Company JSC,15706,Sudatel,19925606.96,8.24e-05
20485,TRANSTELECOM Joint Stock Company TransTeleCom,39134,UNITEDNET EDINAYA SET LIMITED LIABILITY COMPANY,19940367.81,8.25e-05
3816,COLOMBIA TELECOMUNICACIONES S.A. ESP BIC,8163,Metrotel SA ESP,19940551.8,8.25e-05
11492,CABLEONE,22646,HARCOM1,19953421.65,8.25e-05
174,COGENT-174,19551,INCAPSULA,19996236.96,8.27e-05
8455,ATOM86-AS atom86 BV,6461,ZAYO-6461,19997929.6,8.27e-05
2497,IIJ Internet Initiative Japan Inc.,9498,BBIL-AP BHARTI Airtel Ltd.,20004901.4,8.27e-05
9002,RETN-AS RETN Limited,9507,NEXTHOP-AS-AP NextHop Pty Ltd,20008252.6,8.28e-05
34309,LINK11 Link11 GmbH,29066,VELIANET-AS velia.net Internetdienste GmbH,20046156.37,8.29e-05
174,COGENT-174,35661,VIRTUASYS-EU VIRTUA SYSTEMS SAS,20052161.76,8.29e-05
7470,"TRUEINTERNET-AS-AP TRUE INTERNET Co.,Ltd.",9649,MOPH-TH-AP Information Technology Office,20072900.0,8.30e-05
6939,HURRICANE,2907,"SINET-AS Research Organization of Information and Systems, National Institute of Informatics",20078499.28,8.30e-05
39386,STC-IGW-AS Saudi Telecom Company JSC,25233,AWALNET-ASN ARABIAN INTERNET & COMMUNICATIONS SERVICES CO.LTD,20094113.98,8.31e-05
7473,SINGTEL-AS-AP Singapore Telecommunications Ltd,9498,BBIL-AP BHARTI Airtel Ltd.,20096502.6,8.31e-05
4134,"CHINANET-BACKBONE No.31,Jin-rong Street",5511,Opentransit Orange S.A.,20101658.22,8.31e-05
3257,GTT-BACKBONE GTT Communications Inc.,35625,EUROFIBER-FRANCE Eurofiber France SAS,20140390.62,8.33e-05
37662,WIOCC-AS,37035,MIC-AS,20147113.98,8.33e-05
1299,TWELVE99 Arelion Sweden AB,31042,SERBIA-BROADBAND-AS Serbia BroadBand-Srpske Kablovske mreze d.o.o.,20153642.88,8.34e-05
272112,"TELECABLE DOMINICANO, S.A.",272110,"FENIX NETWORKS, S.R.L.",20157040.5,8.34e-05
174,COGENT-174,31898,ORACLE-BMC-31898,20157657.52,8.34e-05
31133,MF-MGSM-AS PJSC MegaFon,25159,SONICDUO-AS PJSC MegaFon,20184352.8,8.35e-05
55329,TELCOTECH-KH Telcotech Ltd.,38901,"EZECOM-AS-AP EZECOM CO., LTD.",20190409.02,8.35e-05
50304,BLIX Blix Solutions AS,57381,FNUTT Daniel Husand,20190634.5,8.35e-05
7473,SINGTEL-AS-AP Singapore Telecommunications Ltd,9269,HKBN-AS-AP Hong Kong Broadband Network Ltd.,20211073.26,8.36e-05
3356,LEVEL3,44217,IQNETWORKS IQ Networks for Data and Internet Services Ltd,20213580.26,8.36e-05
2914,NTT-DATA-2914,45102,"ALIBABA-CN-NET Alibaba US Technology Co., Ltd.",20225168.26,8.37e-05
12189,AS12189,19437,SS-ASH,20226509.25,8.37e-05
20562,OPEN-PEERING-AS Broadband Hosting B.V.,58453,CMI-INT-HK China Mobile International Limited,20227020.55,8.37e-05
9002,RETN-AS RETN Limited,7568,CSLOX-IIG-AS-AP CS LOXINFO Public Company Limited.,20230889.36,8.37e-05
23379,AS-BBT,10617,SION S.A,20235447.3,8.37e-05
9002,RETN-AS RETN Limited,8717,A1BG A1 Bulgaria EAD,20236297.38,8.37e-05
7049,Silica Networks Argentina S.A.,6939,HURRICANE,20240969.32,8.37e-05
6453,AS6453,8426,CLARANET-AS Claranet Limited,20263236.43,8.38e-05
3356,LEVEL3,62240,Clouvider Clouvider Limited,20299792.8,8.40e-05
23764,CTGNET CTGNet,48200,OPTEAMAX-AS Opteamax GmbH,20308723.02,8.40e-05
5511,Opentransit Orange S.A.,5617,TPNET Orange Polska Spolka Akcyjna,20318406.9,8.40e-05
264806,TNA Solutions SpA,270014,GRUPO CG LIMITADA,20338300.96,8.41e-05
1273,CW Vodafone Group PLC,29049,Delta-Telecom-AS Delta Telecom Ltd,20350065.78,8.42e-05
174,COGENT-174,2018,TENET-1,20363133.0,8.42e-05
8220,COLT COLT Technology Services Group Limited,9183,Robert Bosch Gesellschaft mit Beschraenkter Haftung,20378938.38,8.43e-05
9824,"JTCL-JP-AS JCOM Co., Ltd.",9617,"ZAQ JCOM Co., Ltd.",20405512.24,8.44e-05
38091,HELLONET-AS-KR LG HelloVision Corp.,38669,CNBTV-AS-KR LG HelloVision Corp.,20413568.52,8.44e-05
3356,LEVEL3,61832,DB3 SERVICOS DE TELECOMUNICACOES S.A,20421969.96,8.45e-05
174,COGENT-174,2519,VECTANT ARTERIA Networks Corporation,20454962.59,8.46e-05
6939,HURRICANE,42,WOODYNET-1,20467665.9,8.47e-05
12880,DCI-AS Iran Information Technology Company PJSC,24631,FANAPTELECOM-FCP Tose'h Fanavari Ertebabat Pasargad Arian Co. PJS,20474034.36,8.47e-05
55836,RELIANCEJIO-IN Reliance Jio Infocomm Limited,24186,RAILTEL-AS-IN RailTel Corporation of India Ltd,20480364.48,8.47e-05
1299,TWELVE99 Arelion Sweden AB,23764,CTGNET CTGNet,20517240.29,8.49e-05
37148,globacom-as,37480,Cobranet,20517647.85,8.49e-05
1299,TWELVE99 Arelion Sweden AB,59692,IQWEB IQWeb FZ-LLC,20518296.34,8.49e-05
174,COGENT-174,62904,AS62904,20518416.15,8.49e-05
5511,Opentransit Orange S.A.,9009,M247 M247 Europe SRL,20523779.52,8.49e-05
25091,IP-Max IP-Max SA,49666,TIC-GW-AS Telecommunication Infrastructure Company,20556569.3,8.50e-05
1299,TWELVE99 Arelion Sweden AB,131429,MOBIFONE-AS-VN MOBIFONE Corporation,20560570.2,8.50e-05
1299,TWELVE99 Arelion Sweden AB,13767,DATABANK-DFW,20563309.56,8.51e-05
3491,CONSOLE-CONNECT-ASN,38819,HKCSL-AS-AP HKCSL GPRS NETWORK,20563362.48,8.51e-05
6461,ZAYO-6461,3212,TELEMACH Telemach Slovenija d.o.o.,20582898.0,8.51e-05
31133,MF-MGSM-AS PJSC MegaFon,28910,"INTAL-ASN ""Uzbektelekom"" Joint Stock Company",20583327.1,8.51e-05
23520,LIBERTY-NETWORKS,15344,ASN15344-SLU,20599547.36,8.52e-05
58463,PGASCOM-AS-AP PT.PGAS TELEKOMUNIKASI NUSANTARA,56258,PGAS-AS-ID PT. PGAS TELEKOMUNIKASI NUSANTARA,20636000.77,8.54e-05
20771,CAUCASUS-CABLE-SYSTEM Caucasus Online Ltd.,43733,Viva-Armenia Viva Armenia CJSC,20645369.4,8.54e-05
3356,LEVEL3,57866,FUSIX-AS Fusix Networks B.V.,20658950.36,8.54e-05
3356,LEVEL3,2519,VECTANT ARTERIA Networks Corporation,20668934.73,8.55e-05
3257,GTT-BACKBONE GTT Communications Inc.,62167,Tismi Tismi BV,20684481.08,8.56e-05
2603,NORDUNET NORDUnet,6762,SEABONE-NET TELECOM ITALIA SPARKLE S.p.A.,20689416.0,8.56e-05
25091,IP-Max IP-Max SA,34019,HIVANE Hivane Association,20694406.56,8.56e-05
31133,MF-MGSM-AS PJSC MegaFon,58453,CMI-INT-HK China Mobile International Limited,20696467.75,8.56e-05
3356,LEVEL3,50628,Leonix-Telecom ALWAYS ON SAS,20705619.7,8.56e-05
25152,K-ROOT-SERVER Reseaux IP Europeens Network Coordination Centre (RIPE NCC),2497,IIJ Internet Initiative Japan Inc.,20731390.06,8.57e-05
6830,LibertyGlobal Liberty Global B.V.,5089,NTL Virgin Media Limited,20745471.12,8.58e-05
174,COGENT-174,63956,INT-5GN-AS-AP 5G NETWORK OPERATIONS PTY LTD,20748861.95,8.58e-05
5511,Opentransit Orange S.A.,6830,LibertyGlobal Liberty Global B.V.,20754679.81,8.58e-05
37468,ANGOLA-CABLES,40850,AS-UPIX-40850,20768231.25,8.59e-05
47160,MOJI MOJI SAS,2027,MilkyWan MilkyWan Association,20779444.48,8.59e-05
23520,LIBERTY-NETWORKS,46650,ASN46650-CCGL,20793437.3,8.60e-05
45899,VNPT-AS-VN VNPT Corp,24173,NETNAM-AS-AP Netnam Company,20794671.3,8.60e-05
39386,STC-IGW-AS Saudi Telecom Company JSC,29684,NOURNET-ASN Nour Internet Company for Communications and Information Technology Ltd.,20828029.42,8.61e-05
1299,TWELVE99 Arelion Sweden AB,5405,INTERDOTLINK Inter.link GmbH,20853951.56,8.63e-05
3356,LEVEL3,6079,RCN-AS,20936188.84,8.66e-05
3257,GTT-BACKBONE GTT Communications Inc.,3170,VELOXSERV VeloxServ Communications Ltd,20958556.67,8.67e-05
2614,RoEduNet Agentia de Administrare a Retelei Nationale de Informatica pentru Educatie si Cercetare,3233,ICI-ROTLD Institutul National de Cercetare-Dezvoltare in informatica - ICI Bucuresti,20966286.75,8.67e-05
38091,HELLONET-AS-KR LG HelloVision Corp.,38120,GBNTV-AS-KR LG HelloVision Corp.,20972833.02,8.67e-05
3462,HINET Data Communication Business Group,58453,CMI-INT-HK China Mobile International Limited,20977924.8,8.68e-05
3333,RIPE-NCC-AS Reseaux IP Europeens Network Coordination Centre (RIPE NCC),6762,SEABONE-NET TELECOM ITALIA SPARKLE S.p.A.,20995599.35,8.68e-05
22927,Telefonica de Argentina,52361,ARSAT - Empresa Argentina de Soluciones Satelitales S.A.,21025496.25,8.70e-05
2914,NTT-DATA-2914,7979,SERVERS-COM,21030813.51,8.70e-05
21859,ZEN-ECN,62610,ZEN-DPS,21049852.16,8.71e-05
1299,TWELVE99 Arelion Sweden AB,13213,UK2NET-AS UK-2 Limited,21069682.96,8.71e-05
9002,RETN-AS RETN Limited,4764,WIDEBAND-AS-AP Aussie Broadband,21071255.8,8.72e-05
3356,LEVEL3,3910,CENTURYLINK-EUROPE-LEGACY-QWEST,21080008.0,8.72e-05
3491,CONSOLE-CONNECT-ASN,7568,CSLOX-IIG-AS-AP CS LOXINFO Public Company Limited.,21092569.29,8.72e-05
38158,CBN-AS-ID PT. Cyberindo Aditama,55701,ASNET-AS-ID PT. Usaha Adisanggoro,21107344.72,8.73e-05
1273,CW Vodafone Group PLC,3216,"SOVAM-AS PJSC ""Vimpelcom""",21109421.22,8.73e-05
174,COGENT-174,29140,HOSTSERVER-AS Hostserver GmbH,21121862.4,8.74e-05
1299,TWELVE99 Arelion Sweden AB,9123,"TimeWeb-AS JSC ""TIMEWEB""",21124861.56,8.74e-05
48309,AGS-AS Ariana Gostar Spadana (PJSC),24631,FANAPTELECOM-FCP Tose'h Fanavari Ertebabat Pasargad Arian Co. PJS,21133948.68,8.74e-05
174,COGENT-174,54113,FASTLY,21148495.74,8.75e-05
1299,TWELVE99 Arelion Sweden AB,4775,GLOBE-TELECOM-AS Globe Telecoms,21167695.04,8.76e-05
1299,TWELVE99 Arelion Sweden AB,55900,GLBB-JP GLBB Japan KK,21200375.6,8.77e-05
2914,NTT-DATA-2914,1764,NEXTLAYER-AS Next Layer Telekommunikationsdienstleistungs- und Beratungs GmbH,21217369.68,8.78e-05
35598,INETCOM INETCOM CARRIER LLC,12722,RECONN RECONN LLC,21231111.08,8.78e-05
48503,TELE2-KZ Mobile Telecom-Service LLP,29555,ALTEL-AS Mobile Telecom-Service LLP,21246061.35,8.79e-05
6453,AS6453,5416,BEYON B.S.C.,21247889.6,8.79e-05
55824,NKN-CORE-NW NKN Core Network,4758,NICNET-VSNL-BOARDER-AP National Informatics Centre,21258808.16,8.79e-05
1299,TWELVE99 Arelion Sweden AB,17378,AS17378,21325118.46,8.82e-05
37662,WIOCC-AS,37678,BOFINET,21340286.8,8.83e-05
2914,NTT-DATA-2914,9293,HKNET-VIPNET NTT Com Asia Limited,21352424.91,8.83e-05
210021,DIL DIL Technology Limited,211513,AH-EBL Al Lawn Al Akhdar International Company for Communications and Information Technology Ltd.,21367263.6,8.84e-05
174,COGENT-174,4788,TTSSB-MY TM TECHNOLOGY SERVICES SDN. BHD.,21397966.35,8.85e-05
12956,TELXIUS TELEFONICA GLOBAL SOLUTIONS SL,16509,AMAZON-02,21398958.21,8.85e-05
58453,CMI-INT-HK China Mobile International Limited,25091,IP-Max IP-Max SA,21436281.0,8.87e-05
8218,NEO-ASN Zayo Infrastructure France SA,9498,BBIL-AP BHARTI Airtel Ltd.,21439161.6,8.87e-05
58453,CMI-INT-HK China Mobile International Limited,4800,LINTASARTA-AS-AP PT Aplikanusa Lintasarta,21477564.9,8.88e-05
3303,SWISSCOM Swisscom (Schweiz) AG,6762,SEABONE-NET TELECOM ITALIA SPARKLE S.p.A.,21498176.6,8.89e-05
2914,NTT-DATA-2914,54113,FASTLY,21507303.62,8.90e-05
20940,AKAMAI-ASN1 Akamai International B.V.,21342,AKAMAI-ASN2 Akamai International B.V.,21507618.0,8.90e-05
58552,MULTIDATA-ID-AP PT Multidata Rancana Prima,45786,HTSNET-AS-ID PT. Hawk Teknologi Solusi,21512240.89,8.90e-05
135377,UCLOUD-HK-AS-AP UCLOUD INFORMATION TECHNOLOGY HK LIMITED,395793,ARISK-COMMUNICATIONS-INC,21515435.56,8.90e-05
6461,ZAYO-6461,1140,SIDN Stichting Internet Domeinregistratie Nederland,21527803.66,8.90e-05
701,UUNET,8151,UNINET,21547071.98,8.91e-05
23520,LIBERTY-NETWORKS,27696,"LIBERTY NETWORKS HONDURAS, SOCIEDAD DE RESPONSABILIDAD LIMITADA",21551194.08,8.91e-05
3303,SWISSCOM Swisscom (Schweiz) AG,8758,IWAY Iway AG,21568132.1,8.92e-05
1299,TWELVE99 Arelion Sweden AB,36236,NETACTUATE,21605035.1,8.94e-05
8151,UNINET,278,Universidad Nacional Autonoma de Mexico,21638932.56,8.95e-05
44592,SkyLink SkyLink Data Center BV,49581,FerdinandZink Ferdinand Zink trading as Tube-Hosting,21641298.56,8.95e-05
30844,LIQUID-AS Liquid Telecommunications Ltd,328471,Hero-Telecoms,21660537.28,8.96e-05
1273,CW Vodafone Group PLC,30722,VODAFONE-IT-ASN Vodafone Italia S.p.A.,21674011.4,8.96e-05
9605,"DOCOMO NTT DOCOMO, INC.",6939,HURRICANE,21681786.5,8.97e-05
37153,xneelo,61138,ZAPPIE-HOST-AS Zappie Host LLC,21690763.64,8.97e-05
1299,TWELVE99 Arelion Sweden AB,1764,NEXTLAYER-AS Next Layer Telekommunikationsdienstleistungs- und Beratungs GmbH,21696449.68,8.97e-05
1103,SURFNET-NL SURF B.V.,20562,OPEN-PEERING-AS Broadband Hosting B.V.,21706133.9,8.98e-05
12129,123NET,401307,MISEN-ASN-1,21720436.5,8.98e-05
52468,UFINET PANAMA S.A.,18747,IFX18747,21733586.23,8.99e-05
139009,WSCL-AS-AP Windstream Communication Limited,134371,CIRCLENETWORK-BD CIRCLE NETWORK BANGLADESH,21823885.34,9.03e-05
52320,"GlobeNet Cabos Submarinos Colombia, S.A.S.",53062,ALT|GGNET TELECOM BACKBONE,21830332.88,9.03e-05
35625,EUROFIBER-FRANCE Eurofiber France SAS,35600,ASN-VEDEGE Vedege SAS,21831193.56,9.03e-05
1828,UNITAS,3491,CONSOLE-CONNECT-ASN,21859069.84,9.04e-05
43754,ASIATECH Asiatech Data Transmission company,51074,MABNA GOSTARESH-E-ERTEBATAT-E MABNA COMPANY (Private Joint Stock),21863834.46,9.04e-05
1273,CW Vodafone Group PLC,3209,VODANET Vodafone GmbH,21867664.35,9.04e-05
1299,TWELVE99 Arelion Sweden AB,29169,GANDI-AS GANDI SAS,21917755.08,9.07e-05
6461,ZAYO-6461,5715,ONVOY,21933690.3,9.07e-05
9002,RETN-AS RETN Limited,9123,"TimeWeb-AS JSC ""TIMEWEB""",21940304.0,9.07e-05
13786,SEABORN,61832,DB3 SERVICOS DE TELECOMUNICACOES S.A,21989143.25,9.10e-05
23764,CTGNET CTGNet,18403,FPT-AS-AP FPT Telecom Company,21995723.32,9.10e-05
2914,NTT-DATA-2914,59371,DNC-AS Dimension Network & Communication Limited,22033732.92,9.11e-05
4637,ASN-TELSTRA-GLOBAL Telstra Global,2497,IIJ Internet Initiative Japan Inc.,22119877.08,9.15e-05
6830,LibertyGlobal Liberty Global B.V.,1136,KPN KPN B.V.,22123115.4,9.15e-05
