AS1,AS2,Total_CO2
199524,269712,103.21
199524,270467,103.21
199524,270585,103.21
199524,270601,103.21
199524,270792,103.21
199524,271026,103.21
199524,271074,103.21
199524,271115,103.21
199524,271154,103.21
199524,271232,103.21
199524,272477,103.21
199524,273408,103.21
199524,273573,103.21
199524,274665,103.21
199524,274790,103.21
262357,18881,103.21
262403,262493,103.21
262426,18881,103.21
262444,262662,103.21
262493,262503,103.21
262493,264409,103.21
262493,266181,103.21
262493,266534,103.21
262565,271253,103.21
262655,22548,103.21
262655,264479,103.21
262757,263237,103.21
262865,268143,103.21
262978,262493,103.21
263152,13360,103.21
263152,262328,103.21
263152,262614,103.21
263152,262655,103.21
263152,262757,103.21
263152,262957,103.21
263152,263261,103.21
263152,264137,103.21
263152,264288,103.21
263152,264311,103.21
263152,264339,103.21
263152,264547,103.21
263152,264559,103.21
263152,264864,103.21
263152,265170,103.21
263152,265284,103.21
263152,266096,103.21
263152,266136,103.21
263152,266365,103.21
263152,266444,103.21
263152,266487,103.21
263152,266598,103.21
263152,267035,103.21
263152,267209,103.21
263152,267244,103.21
263152,267252,103.21
263152,267301,103.21
263152,267408,103.21
263152,267473,103.21
263152,267973,103.21
263152,268445,103.21
263152,268490,103.21
263152,268880,103.21
263152,268916,103.21
263152,269010,103.21
263152,269108,103.21
263152,269128,103.21
263152,269181,103.21
263152,269296,103.21
263152,269437,103.21
263152,269484,103.21
263152,269675,103.21
263152,269698,103.21
263152,270467,103.21
263152,270585,103.21
263152,270601,103.21
263152,270608,103.21
263152,270714,103.21
263152,270792,103.21
263152,271026,103.21
263152,271074,103.21
263152,271115,103.21
263152,271154,103.21
263152,271737,103.21
263152,272477,103.21
263152,272747,103.21
263152,272790,103.21
263152,273573,103.21
263152,273701,103.21
263152,274665,103.21
263152,274790,103.21
263237,271701,103.21
263336,18881,103.21
263432,264409,103.21
263477,18881,103.21
263560,18881,103.21
263589,264230,103.21
263621,18881,103.21
263934,199524,103.21
264401,18881,103.21
264470,18881,103.21
264479,12136,103.21
264479,13360,103.21
264479,14650,103.21
264479,262328,103.21
264479,262614,103.21
264479,262714,103.21
264479,262757,103.21
264479,262957,103.21
264479,263261,103.21
264479,263309,103.21
264479,264100,103.21
264479,264311,103.21
264479,264339,103.21
264479,264559,103.21
264479,265284,103.21
264479,265450,103.21
264479,266096,103.21
264479,266268,103.21
264479,266345,103.21
264479,266365,103.21
264479,266444,103.21
264479,266619,103.21
264479,267035,103.21
264479,267086,103.21
264479,267244,103.21
264479,267301,103.21
264479,267389,103.21
264479,267408,103.21
264479,267473,103.21
264479,267562,103.21
264479,268109,103.21
264479,268182,103.21
264479,268697,103.21
264479,268843,103.21
264479,269004,103.21
264479,269484,103.21
264479,269698,103.21
264479,271115,103.21
264479,271315,103.21
264479,272477,103.21
264479,273573,103.21
264479,274676,103.21
264528,264592,103.21
264528,264997,103.21
264864,1828,103.21
264864,22356,103.21
264956,18881,103.21
264984,18881,103.21
265065,18881,103.21
265202,18881,103.21
265322,18881,103.21
265369,271253,103.21
265923,18881,103.21
266038,273717,103.21
266041,18881,103.21
266092,271253,103.21
266107,263237,103.21
266124,199524,103.21
266302,271160,103.21
266439,263237,103.21
266444,22548,103.21
266445,264590,103.21
266505,267060,103.21
266533,18881,103.21
266539,18881,103.21
266598,22548,103.21
266598,264479,103.21
266925,267937,103.21
266960,18881,103.21
267035,22548,103.21
267244,22548,103.21
267256,269194,103.21
267346,18881,103.21
267511,263237,103.21
267613,265178,103.21
267655,18881,103.21
268171,18881,103.21
268302,18881,103.21
268314,267475,103.21
268568,263420,103.21
268843,271253,103.21
269052,18881,103.21
269183,264479,103.21
269183,271253,103.21
269527,18881,103.21
269562,18881,103.21
270252,18881,103.21
270439,263237,103.21
270540,18881,103.21
270770,18881,103.21
270777,271255,103.21
271126,271447,103.21
271253,11644,103.21
271253,14650,103.21
271253,262406,103.21
271253,264864,103.21
271253,268848,103.21
271253,270354,103.21
271253,271565,103.21
271595,199524,103.21
272713,266444,103.21
272713,268624,103.21
273478,265036,103.21
273480,265170,103.21
273586,18881,103.21
59891,15796,103.8
39351,31800,103.98
11179,18881,105.85
20253,47160,105.92
2486,6696,106.36
272713,15169,106.44
174,206627,107.46
3399,47708,107.46
13194,35706,107.46
15830,203038,107.46
28917,28931,107.46
47708,42473,107.46
48220,13194,107.46
48220,31133,107.46
50304,29672,107.46
51519,12654,107.46
51519,20278,107.46
51519,47708,107.46
51519,51826,107.46
58317,2603,107.46
199150,205206,107.46
199524,199150,107.46
22356,263998,107.57
37415,36924,108.16
39351,47155,108.18
12552,47155,108.52
50272,12552,108.84
51519,47155,109.26
61568,61832,109.35
16552,47160,109.66
559,9092,109.8
559,58280,109.8
1764,39142,109.8
1764,39419,109.8
1836,39142,109.8
1836,39419,109.8
3250,33891,109.8
3250,39351,109.8
3250,58057,109.8
4601,51786,109.8
4601,59414,109.8
5405,9092,109.8
9044,6772,109.8
9092,1764,109.8
12307,25563,109.8
12307,34578,109.8
12307,39142,109.8
12307,39419,109.8
12307,58280,109.8
12307,198951,109.8
12307,205678,109.8
12347,24482,109.8
12347,29075,109.8
12654,12307,109.8
12654,51786,109.8
12654,59414,109.8
13237,39142,109.8
13250,33891,109.8
13250,58057,109.8
15398,58057,109.8
15517,12350,109.8
15623,15796,109.8
15623,25563,109.8
15623,34578,109.8
15623,39142,109.8
15623,39419,109.8
15623,42760,109.8
15623,58280,109.8
15623,198951,109.8
15623,199554,109.8
15796,12307,109.8
15796,21232,109.8
15796,51786,109.8
15796,59414,109.8
20893,34927,109.8
20932,25563,109.8
20932,34578,109.8
20932,39142,109.8
20932,39419,109.8
20932,58280,109.8
21232,25563,109.8
21232,34578,109.8
21232,39142,109.8
21232,39419,109.8
21232,58280,109.8
25563,1764,109.8
25563,34288,109.8
25563,35360,109.8
25563,51786,109.8
25563,56987,109.8
25563,59414,109.8
25598,12307,109.8
25598,15623,109.8
25598,20932,109.8
25598,21232,109.8
25598,29691,109.8
25598,34288,109.8
25598,35360,109.8
25598,51786,109.8
25598,56987,109.8
25598,57777,109.8
25598,59414,109.8
28875,12350,109.8
28875,13237,109.8
29075,24585,109.8
29075,35223,109.8
29075,39419,109.8
29075,39764,109.8
29097,12350,109.8
29097,29691,109.8
29097,34288,109.8
29222,12553,109.8
29222,34554,109.8
29222,39142,109.8
29222,39419,109.8
29691,25563,109.8
29691,34578,109.8
29691,39142,109.8
29691,39419,109.8
29691,58280,109.8
30786,58057,109.8
31216,35223,109.8
31736,33891,109.8
34019,20893,109.8
34288,34578,109.8
34288,39142,109.8
34288,39419,109.8
34288,58280,109.8
34554,1764,109.8
34554,1836,109.8
34554,13237,109.8
34554,20932,109.8
34554,34288,109.8
34554,39351,109.8
34554,51873,109.8
34554,56987,109.8
34554,57777,109.8
34578,1836,109.8
34578,59414,109.8
35100,35708,109.8
35360,34578,109.8
35360,39142,109.8
35360,39419,109.8
35360,58280,109.8
39351,39142,109.8
39351,39419,109.8
41047,58280,109.8
41666,58280,109.8
41872,1836,109.8
42760,1764,109.8
42760,12307,109.8
42760,20932,109.8
42760,21232,109.8
42760,29691,109.8
42760,34288,109.8
42760,35360,109.8
42760,51786,109.8
42760,51873,109.8
42760,56987,109.8
42760,57777,109.8
42760,59414,109.8
48362,39764,109.8
49489,12350,109.8
49489,13237,109.8
49983,12350,109.8
49983,13237,109.8
51786,34578,109.8
51786,39142,109.8
51786,39419,109.8
51786,58280,109.8
51873,25563,109.8
51873,34578,109.8
51873,39142,109.8
51873,39419,109.8
51873,41872,109.8
56987,34578,109.8
56987,39142,109.8
56987,39419,109.8
56987,58280,109.8
57777,34578,109.8
57777,39142,109.8
57777,39419,109.8
57777,58280,109.8
58057,12553,109.8
58057,24585,109.8
58057,35223,109.8
58057,39142,109.8
58057,51907,109.8
58057,62035,109.8
58115,15796,109.8
58115,20546,109.8
58115,25563,109.8
58115,49983,109.8
58115,58280,109.8
58115,61287,109.8
58115,62044,109.8
58280,1764,109.8
58299,12553,109.8
58299,24585,109.8
58299,35223,109.8
58299,39142,109.8
58299,39419,109.8
58299,51907,109.8
59414,39142,109.8
59414,39419,109.8
59414,58280,109.8
59622,1836,109.8
59891,43440,109.8
62512,559,109.8
198385,199554,109.8
198385,200759,109.8
198951,1836,109.8
199554,1836,109.8
199554,12307,109.8
199562,13237,109.8
199562,202032,109.8
205678,202032,109.8
213929,12307,109.8
197981,198385,110.03
20764,33835,110.2
61568,53062,110.21
209823,20764,110.58
13194,16086,110.77
39583,34177,110.96
203969,198385,110.96
30081,47160,111.04
61568,28329,111.2
212508,215296,112.03
47160,60350,112.14
37721,12305,112.29
37721,12833,112.29
39583,16347,113.22
12969,39532,113.32
29689,12969,113.32
57508,12969,113.32
214215,203176,113.32
32590,47160,113.4
12552,25428,113.44
37721,28666,113.51
21433,18881,113.61
56665,29169,114.25
50272,52005,114.42
48305,56987,114.62
199524,12409,114.94
263444,263009,115.43
198792,13237,115.57
42,52005,116.02
16347,60362,116.7
2119,47155,117.06
39120,35625,117.56
132337,198792,117.56
1273,211136,117.58
198792,15576,117.86
12400,47160,117.92
39583,49434,118.1
26415,1836,118.14
57734,4455,118.68
62255,12552,119.41
4826,9303,120.11
64073,24398,120.11
132847,151191,120.11
152657,132847,120.11
152703,132847,120.11
42275,35360,120.18
13360,56987,120.44
37100,31800,120.52
213307,198385,120.82
13237,33835,121.4
213307,20932,121.87
3856,6730,122.08
29222,24889,122.14
216302,16347,122.28
2603,39029,123.0
43568,34927,123.0
57381,43568,123.0
137409,199248,123.5
13002,47160,123.96
137409,198792,124.42
211448,15547,124.62
2484,57695,124.81
13360,204092,124.88
51776,20932,125.2
29222,13150,125.45
12552,41090,125.96
559,61287,126.06
47155,42473,126.34
29222,15796,126.93
39063,47160,127.48
12552,35706,127.59
34177,20860,127.65
36945,37697,127.81
57734,13237,128.5
48297,35360,128.7
132337,399728,129.51
40934,15547,129.72
43142,29075,130.11
198385,112,130.4
1836,328112,130.54
49434,48305,130.7
211448,2027,130.8
28889,1764,131.01
132337,204092,131.16
50869,48297,131.6
199524,197696,131.62
39801,2906,131.64
2119,35706,131.79
51776,35360,131.82
37721,22381,132.13
174,50583,132.54
174,201324,132.54
1828,29246,132.54
1828,34727,132.54
1828,39271,132.54
1828,44994,132.54
1828,47127,132.54
1828,50620,132.54
1828,56403,132.54
1828,58011,132.54
1828,210165,132.54
1828,212424,132.54
1828,327956,132.54
2027,50620,132.54
2027,208014,132.54
2072,25091,132.54
2072,35280,132.54
2486,30781,132.54
2613,34727,132.54
2613,39305,132.54
2613,41114,132.54
4455,48426,132.54
4455,50234,132.54
4455,50446,132.54
4455,56403,132.54
4455,59842,132.54
4601,58308,132.54
10310,58308,132.54
12565,56987,132.54
12654,58308,132.54
12779,41191,132.54
12779,44000,132.54
12779,49763,132.54
12779,50172,132.54
12779,197551,132.54
12779,199396,132.54
12779,204207,132.54
12779,211925,132.54
12850,35600,132.54
12850,58308,132.54
13237,211733,132.54
14907,58308,132.54
15826,34177,132.54
15826,56987,132.54
15826,58308,132.54
16101,41327,132.54
16189,13237,132.54
16189,34927,132.54
16347,15826,132.54
16347,39271,132.54
16347,44334,132.54
16347,56403,132.54
16347,206002,132.54
16347,208627,132.54
16347,210165,132.54
20562,39104,132.54
20562,44000,132.54
24429,58308,132.54
25160,16101,132.54
25160,39271,132.54
28855,20764,132.54
29075,35353,132.54
29075,41191,132.54
29075,50234,132.54
29075,51326,132.54
29246,16347,132.54
29246,34177,132.54
31019,2027,132.54
31019,58308,132.54
33835,2027,132.54
33835,58308,132.54
34177,39271,132.54
34177,47127,132.54
34177,50620,132.54
34422,29075,132.54
34422,34177,132.54
34422,35600,132.54
34422,49434,132.54
34422,58308,132.54
34727,2027,132.54
34727,13237,132.54
34727,16347,132.54
34727,34177,132.54
34727,34927,132.54
34727,56987,132.54
34727,58308,132.54
35280,41191,132.54
35280,44000,132.54
35600,15826,132.54
35600,31019,132.54
35600,33835,132.54
35600,34727,132.54
35600,39271,132.54
35600,44994,132.54
35600,47127,132.54
35600,47833,132.54
35600,49920,132.54
35600,50620,132.54
35600,56403,132.54
35600,57965,132.54
35600,58011,132.54
37721,59689,132.54
39271,2027,132.54
39271,13237,132.54
39271,58308,132.54
39351,47833,132.54
39351,59689,132.54
39931,1828,132.54
39931,2027,132.54
39931,16347,132.54
39931,34177,132.54
39931,35600,132.54
39931,49434,132.54
39931,56987,132.54
39931,58308,132.54
41191,25091,132.54
41327,56403,132.54
42369,2027,132.54
42369,56987,132.54
43445,29075,132.54
44000,20764,132.54
44000,41327,132.54
44141,2613,132.54
44530,49477,132.54
44842,20764,132.54
44994,16347,132.54
44994,34177,132.54
44994,56987,132.54
47127,2027,132.54
47127,58308,132.54
47608,56987,132.54
47608,58308,132.54
47833,2027,132.54
47833,13237,132.54
47833,20764,132.54
47833,34177,132.54
47833,56987,132.54
47833,58308,132.54
49434,15826,132.54
49434,31019,132.54
49434,33835,132.54
49434,34727,132.54
49434,39271,132.54
49434,47127,132.54
49434,50620,132.54
49477,56987,132.54
49690,13237,132.54
49690,34927,132.54
49763,35280,132.54
49763,41327,132.54
49920,2027,132.54
49920,34177,132.54
49920,56987,132.54
49920,58308,132.54
49923,34019,132.54
51706,37054,132.54
51706,50172,132.54
51933,56987,132.54
56403,34177,132.54
56987,39271,132.54
56987,47127,132.54
56987,50620,132.54
57642,1828,132.54
57642,2027,132.54
57642,4455,132.54
57642,13237,132.54
57642,16347,132.54
57642,34177,132.54
57642,35600,132.54
57642,39351,132.54
57642,49434,132.54
57642,56987,132.54
57642,58308,132.54
57902,1828,132.54
57902,2027,132.54
57902,16347,132.54
57902,34177,132.54
57902,35600,132.54
57902,49434,132.54
57902,56987,132.54
57902,58308,132.54
57965,58308,132.54
58011,2027,132.54
58011,16347,132.54
58011,34177,132.54
58011,49434,132.54
58011,56987,132.54
58011,58308,132.54
58308,50620,132.54
60456,2027,132.54
60456,39351,132.54
60456,41327,132.54
60456,49434,132.54
60456,56987,132.54
60456,58308,132.54
62141,34019,132.54
132337,197422,132.54
132337,204869,132.54
132337,206568,132.54
132337,210165,132.54
132337,212424,132.54
132337,327956,132.54
197422,13237,132.54
198034,13237,132.54
198385,16189,132.54
198385,197422,132.54
198385,210165,132.54
198385,327956,132.54
199116,132337,132.54
199524,12727,132.54
199524,15826,132.54
199524,204869,132.54
199524,206568,132.54
199524,210165,132.54
199524,212424,132.54
199524,327956,132.54
204869,1828,132.54
204869,2027,132.54
204869,13237,132.54
204869,16347,132.54
204869,198385,132.54
205344,13237,132.54
206002,2027,132.54
206568,1828,132.54
206568,2027,132.54
206568,13237,132.54
206568,16347,132.54
206568,198385,132.54
208627,2027,132.54
210165,2027,132.54
211694,2027,132.54
212424,2027,132.54
212424,14907,132.54
212424,16347,132.54
212424,198385,132.54
216239,12779,132.54
327956,2027,132.54
327956,13237,132.54
327956,16347,132.54
210036,264409,132.81
16347,199125,133.4
29222,44530,133.53
44854,34288,133.88
49915,34177,133.9
51519,42201,133.92
3303,59827,134.27
2686,62000,134.35
211018,2027,134.62
211999,2027,134.62
214418,2027,134.62
3856,57777,135.36
265303,263237,135.46
51776,1836,135.48
211448,16347,135.56
51776,29691,135.58
31510,44765,135.6
51265,42473,135.65
24651,24589,136.22
28917,28886,136.22
28917,60066,136.22
12552,12996,136.23
24651,12578,136.31
29222,51776,136.66
34177,44295,136.88
39351,39583,137.66
15796,264409,137.68
51776,34288,137.94
137409,210350,138.02
49981,12350,138.7
52863,37645,138.8
45049,13150,138.81
34177,33835,139.08
13194,34842,139.34
15908,21412,139.34
21412,47929,139.34
28917,15419,139.34
28917,44246,139.34
28917,51172,139.34
44246,21412,139.34
44358,21412,139.34
49870,21412,139.34
56847,21412,139.34
61053,21412,139.34
210350,264409,139.76
51519,62044,140.19
47160,51468,140.34
35360,53766,140.7
39583,13237,140.8
8881,9031,140.81
12969,47828,141.65
15474,12969,141.65
60690,12969,141.65
51776,57777,142.14
264409,268624,142.72
3303,44034,143.18
2119,43065,143.28
3399,39840,143.28
3399,39871,143.28
4455,52177,143.28
13194,43065,143.28
13194,198612,143.28
24668,39351,143.28
24668,49544,143.28
35598,21485,143.28
35598,24668,143.28
35598,52177,143.28
39351,13214,143.28
39871,39351,143.28
47708,20764,143.28
48220,28917,143.28
48220,39351,143.28
48220,42473,143.28
51519,25192,143.28
51519,32590,143.28
51519,48220,143.28
51826,42473,143.28
52177,12552,143.28
52177,49544,143.28
198150,205206,143.28
198463,13194,143.28
198612,205206,143.28
199524,198612,143.28
199524,205916,143.28
199524,209659,143.28
205206,205916,143.28
209659,205206,143.28
44123,12969,143.3
15796,34288,143.49
51519,13150,143.58
2119,55256,143.92
210036,212508,144.25
20932,15796,144.27
62022,50304,144.5
214173,212483,144.5
16347,44295,144.64
3856,56987,144.8
208621,13194,145.16
16347,33835,145.26
199524,202827,145.29
35793,29691,145.62
57777,53766,146.12
12540,29680,146.15
12540,37721,146.15
12540,56987,146.15
12540,137409,146.15
12540,264409,146.15
12541,203183,146.15
12541,205499,146.15
12541,208939,146.15
13335,211074,146.15
15699,264409,146.15
15830,60314,146.15
20253,29680,146.15
24592,264409,146.15
29231,29680,146.15
29680,24768,146.15
30081,29680,146.15
36891,56987,146.15
37721,36891,146.15
39328,15704,146.15
57365,15704,146.15
57365,56987,146.15
60314,29680,146.15
137409,199496,146.15
137409,200380,146.15
137409,201359,146.15
137409,205572,146.15
137409,210123,146.15
200030,15704,146.15
210612,15704,146.15
211074,15830,146.15
264409,200380,146.15
264409,201359,146.15
264409,205572,146.15
1921,35360,146.24
1257,48798,146.29
513,60129,146.4
559,60129,146.4
2613,49457,146.4
3250,49544,146.4
3250,59890,146.4
5398,8453,146.4
5398,61363,146.4
9092,8298,146.4
12307,112,146.4
12307,15517,146.4
12307,49489,146.4
12307,197964,146.4
12307,199562,146.4
12307,205929,146.4
12307,208731,146.4
12347,48362,146.4
12350,21449,146.4
12553,25091,146.4
12553,49544,146.4
12553,59890,146.4
13237,21449,146.4
13250,20612,146.4
13250,25091,146.4
13250,29075,146.4
13250,39351,146.4
13250,49544,146.4
13250,59890,146.4
15398,20612,146.4
