as1,as2,count
201063,49800,122
12297,204241,12
204241,204241,48
204194,49800,122
204194,204194,244
14127,20562,2
14127,50629,2
14127,33891,3
14127,25160,2
44002,50629,86
15943,44002,3
2072,39351,2
2072,25160,1
2072,6939,16
2072,34019,4
199619,8359,34
199619,5563,29
35196,50113,14
24961,35320,1440
47321,6939,143
41047,47321,6
212483,47321,12
13037,9002,600
20562,41998,1
34927,41998,119
24961,41998,138
207951,51407,230
214920,51407,21
214920,214920,189
24739,25091,56
1836,211197,294
211197,211197,1176
35761,35761,30
43076,43076,1200
199931,8412,294
132372,24482,45
33891,47321,7
24482,47321,86
16265,47321,1
61068,61068,700
50629,61068,16
61068,6939,154
61068,62255,671
41047,61068,8
212483,61068,16
15943,42093,1
15440,211771,118
199831,24482,23
205482,29226,17
205482,205482,51
205567,47440,33
57193,8371,13
57193,57193,65
12735,62095,693
211639,9049,37
199516,24482,45
24482,35408,7
12541,199272,33
200462,215389,59
203226,34872,537
31500,48084,87
14907,5511,69735
14907,6233,5
14907,37721,9
140984,14907,5
14907,57406,4
14907,212483,13
16242,39351,4
16242,47147,10
16242,6939,36
16242,34019,12
16242,24482,20
16242,8218,14
16242,29691,36
12406,62197,43
62197,62197,129
21051,31500,61
21051,35598,2
215322,2603,4
215322,25160,4
215322,6939,40
215322,24482,22
215322,34927,6
215322,41047,2
212483,215322,4
42516,47465,17
210477,6939,19
210477,41047,1
210477,212483,2
210021,210021,308
20473,212997,88
212997,60068,33
43989,60975,255
41047,60975,4
212483,60975,8
211737,3320,88
199328,2586,49
60865,8359,30
60865,60865,120
208293,208293,30
41047,60953,1
212483,60953,2
199324,33891,77
199324,25160,14
199324,24482,111
199324,5405,79
199250,3257,9
199250,201054,21
199250,41047,1
199250,212483,2
199325,6762,366
199325,8218,37
199325,24482,33
15433,212841,44
1103,211037,2
12859,211037,3
20562,211037,199
211037,24785,48
211037,37721,3
211037,39351,2
140984,211037,2
211037,41666,2
211037,34019,8
211037,24482,6
211037,57406,1
211037,31019,1
211037,42541,2
1140,211037,2
211037,8218,14
211037,212483,4
199524,211037,2
14907,211037,2
200191,25459,10
62458,8529,1
12519,137409,28
31133,60936,76
60936,60936,76
47626,60936,40
210585,8881,112
39151,39151,352
210209,62255,59
51666,62255,112
47481,50629,8
33891,47481,14
37721,47481,4
39351,47481,4
25091,47481,25
24482,47481,28
16265,47481,2
174,60890,366
39351,42044,6
25091,42044,44
41047,42044,4
35598,42044,6
212483,42044,8
44913,60730,27
1103,209150,7
209150,39351,7
209150,6939,91
209150,51088,7
209150,34019,28
209150,24482,42
209150,41047,7
209150,212483,14
199524,209150,7
209150,8283,7
20562,60868,4
50629,60868,8
33891,60868,17
25160,60868,6
24482,60868,30
5405,60868,9
34927,60868,9
16265,60868,1
201706,60832,17
210966,30836,147
201054,60810,12
24482,60810,28
16353,16353,210
60783,6939,53
20870,211616,50
33891,62082,57
24482,62082,112
202005,65500,15
211320,65500,15
206999,6939,162
206999,43531,53
206999,39351,7
206999,25091,28
206999,41047,7
206999,35598,4
206999,212483,14
201020,9141,285
201020,24482,75
207218,21021,172
52274,60592,7
21351,8283,1
3303,48544,623
20562,57157,20
35625,57157,915
57157,57157,915
39351,57157,10
25160,57157,10
57157,6939,90
34019,57157,20
24482,57157,35
60527,9002,16
60527,60527,64
15830,3216,783
60497,6939,104
34019,60497,26
24482,60497,55
199524,60497,10
50629,60497,2
3214,60497,6
15943,60497,1
41047,60497,1
212483,60497,2
20562,54312,4
54312,6939,160
15699,33891,13
15699,25160,2
15699,24482,95
13030,15699,193
25091,62040,42
212483,62040,2
62749,6939,16
50629,62417,6
39351,62417,6
25160,62417,6
24482,62417,33
3214,62417,12
34927,62417,9
41047,62417,3
212483,62417,6
39351,59891,105
47147,59891,579
34019,59891,229
59891,8218,1270
207207,8985,69
24796,5394,127
24961,30848,128
48781,6939,48
25581,58115,41
60200,60200,62
41047,60239,3
212483,60239,6
15895,60173,426
21219,60173,80
60173,6939,32
41047,60173,2
212483,60173,4
201706,24482,3302
2914,62145,24
62145,62145,48
200129,39351,4
200129,25160,4
200129,34019,20
199524,200129,12
12555,59692,79
12555,57724,6
65535,65540,5
65530,65535,5
50629,51324,24
200086,3320,671
51324,8529,12
3214,51324,65
39351,51324,24
25160,51324,24
47147,51324,27
34019,51324,55
199938,51324,12
34927,51324,31
41047,51324,12
42541,51324,12
35598,51324,10
212483,51324,24
200077,200077,58
12963,200049,101
200049,9002,81
23961,60592,27
215636,33891,10
215636,25160,2
215636,6939,39
215636,8218,14
215636,24482,11
215636,5405,8
215636,41047,1
212483,215636,2
174,215959,10
215959,215959,40
201843,33891,40
201843,24482,280
199993,199993,444
199993,24768,15
20904,211799,56
211799,211799,112
50629,59627,4
37721,59627,4
59627,6939,30
35598,59627,4
212483,6768,2
41047,49206,3
2603,50272,4
33891,50272,82
25091,42093,110
47440,62293,58
60740,6939,21
20562,29226,6
12859,29226,4
24482,29226,1300
29680,33891,28
13030,29680,837
208731,33891,12
208731,39351,8
208731,47147,14
208731,34019,24
208731,24482,42
208731,5405,7
208731,34927,20
208731,8218,32
208731,8283,2
2116,62248,655
13002,58453,38
61327,61327,152
33891,6667,10916
6667,9002,92522
1853,200070,114
25192,8674,132
25192,38001,225
25192,8529,10
25192,39351,11
25160,25192,10
25192,47147,24
25192,37474,379
25192,34019,45
199938,25192,5
25192,34927,15
25192,42541,10
25192,35598,10
198290,23764,35
204639,43205,181
204639,204639,724
33891,47872,23
204639,6939,22
49800,56974,297
34545,8359,229
34545,6939,28
25091,34545,11
34545,35598,2
213600,8218,24
212483,213600,4
199790,29838,207
3356,42600,98
199756,5488,51
41135,6939,40
29169,47480,10
1103,59886,7
39351,59886,6
59886,6939,78
51088,59886,7
140984,59886,11
34019,59886,25
24482,59886,52
3214,59886,33
41047,59886,7
42541,59886,7
212483,59886,12
199524,59886,7
59886,8283,6
201405,57795,134
201403,57795,191
202215,202215,118
28917,62040,160
35598,62040,12
37721,62040,18
39351,62040,4
200020,31133,2
39351,51028,6
200381,3326,138
3326,39147,143
39153,50766,9
35598,50766,2
62050,6939,28
35753,61073,332
26178,60924,146
48479,8359,47
24961,35313,18
6830,8560,412
210946,5617,48
31133,47447,6
60015,60015,85
5511,60015,131
1103,201723,5
200132,201723,55
201723,60326,1
201723,41666,3
201723,34019,13
201723,24482,9
201723,41047,3
201723,212483,6
199524,201723,3
201723,8283,61
24482,60534,59
12859,204577,1
204577,50629,2
204577,39351,2
204577,25160,2
204577,24482,11
204577,3214,3
199938,204577,1
204577,34927,2
204577,41047,1
204577,42541,1
204577,212483,2
204577,8283,1
211510,50629,2
211510,8218,22
202030,64708,15
202026,6849,36
49402,8400,158
49914,49914,312
31343,60514,39
201939,34019,21
201939,24482,51
201939,41047,4
201939,212483,10
2603,31708,6
31708,50629,6
25160,31708,52
24482,31708,139
13030,31708,307
201563,6939,208
25091,8878,16
20562,34820,9
15943,34820,3
34820,5405,30
34820,41047,7
212483,34820,14
42644,56391,26
24482,28727,11
28727,41047,1
212483,28727,2
20552,209066,135
12741,204131,28
204131,204131,140
212492,43608,60
210075,24482,17
207353,8732,22
207353,29076,11
205811,25091,6
59992,8400,317
201831,34224,84
201831,201831,168
34456,49053,10
201794,9049,60
12709,201821,36
201821,201821,72
62571,62571,60
1103,62713,5
37721,62713,16
50763,62713,3
205112,207160,128
207160,207160,1438
35040,6730,84
203836,3320,671
201701,3214,7
25091,40966,4
40966,8359,67
31133,40966,2
20771,57814,23
201650,50629,8
201650,205206,6
15943,201650,1
201650,41047,2
201650,8283,2
201650,48185,2
201650,3216,10
201650,31133,6
201643,65201,26
201748,208823,52
201594,6939,25
201594,8218,26
201594,24482,20
201594,5405,8
201594,41047,1
201594,212483,2
41679,61127,28
35598,61031,2
59974,59974,139
202499,20562,24
202499,24482,108
15943,202499,5
202499,24961,30
31083,60916,158
60916,60916,474
201510,201510,210
57866,57866,110
12849,201653,102
25091,50673,2613
27951,52335,43
59737,8400,82
59737,59737,902
49907,9050,245
204638,204638,66
51520,6939,26
204576,6939,18
8218,8218,247
15702,47593,99
206182,33891,44
206182,25160,8
206182,24482,60
206182,5405,41
206182,41047,4
49800,8932,10
25091,49800,367
201900,43142,358
205029,39040,165
199599,202824,22
202824,202824,88
201430,8470,118
209757,25160,1
209757,6939,17
209757,8218,13
209757,41047,1
209757,212483,2
59662,8218,98
205136,21021,66
200473,3216,86
200473,200473,172
201722,6939,109
47104,60986,93
201111,207044,68
1103,199471,4
12859,199471,7
199471,205206,1
199471,37721,3
199471,39351,5
140984,199471,4
199471,41666,4
199471,34019,20
199471,24482,28
199471,57406,1
199471,31019,1
199471,42541,4
1140,199471,4
199471,8218,28
199471,212483,8
14907,199471,4
199471,48185,4
39826,42571,374
3223,9121,25
202687,51519,27
16265,42708,1021
13237,200500,83
200500,200500,249
200905,44356,422
24961,44356,76
25091,25394,331
15943,25394,1
211943,3269,42
24482,47734,1593
41494,47734,290
41047,41494,3
212483,41494,6
201095,3269,25
198441,198441,244
212749,49800,144
212749,33852,19
216263,3249,100
41666,49192,2
204536,20562,5
203851,20562,16
203851,50629,16
203851,33891,56
203851,3214,48
203851,39351,16
203851,25160,16
203851,6939,112
203851,25091,72
203851,24482,88
203851,34927,24
203851,41047,8
203851,35598,16
203851,212483,16
16265,203851,8
209147,6939,35
41805,6939,45
24482,41805,33
35598,41805,6
34144,6939,38
34019,34144,10
34144,8218,16
41121,41121,30
200944,203201,52
200937,6939,38
200937,8218,26
200937,41047,2
200937,212483,4
24482,39378,116
39378,41047,4
1103,39114,8
39114,50629,20
39114,39351,8
39114,51088,4
34019,39114,16
24482,39114,44
15943,39114,4
34927,39114,20
39114,41047,4
212483,39114,8
199524,39114,4
39114,8283,4
39033,9002,13
207995,33891,10
207995,25160,6
12357,200892,124
200892,200892,124
200849,200849,130
211133,25467,52
199341,24482,39
201054,211901,6
211901,24482,9
13237,34499,264
211175,39351,1
211175,6939,13
211175,25091,9
211175,41047,1
211175,35598,2
211175,212483,2
35071,50629,6
3214,35071,18
35071,39351,4
25160,35071,6
25091,35071,31
35071,35598,6
20562,35071,2
33891,35071,7
34927,35071,3
35071,41047,1
212483,35071,2
16265,35071,1
1103,57118,2
12859,57118,5
37721,57118,3
140984,57118,2
41666,57118,2
24482,57118,54
57118,57406,1
41047,57118,2
31019,57118,1
42541,57118,2
1140,57118,3
3216,57118,4
212483,57118,6
199524,57118,3
57118,8283,3
14907,57118,3
48185,57118,3
13030,48314,191
200767,30722,27
205346,8240,24
205346,205346,96
24482,41165,26
41165,62407,24
41047,41165,1
212483,41165,2
20948,3223,516
13215,9049,68
25091,8804,46
200726,24951,46
200726,200726,46
24482,33445,44
25091,49941,22
15525,49941,332
12353,49941,110
2860,35625,699
1103,7342,32
397196,7342,441
397196,397196,332
40647,7342,489
40647,40647,348
396614,7342,105
396614,396614,92
37721,7342,83
50763,7342,34
3216,7342,80
396567,7342,187
396567,396567,143
199524,7342,168
14907,7342,32
200553,33891,11
200553,25160,2
200553,24482,43
200553,5405,19
200553,41047,1
200612,51088,3
200612,48185,11
2603,64415,6
39537,64415,192
25160,64415,6
64415,6939,48
24482,64415,33
34927,64415,9
41047,64415,3
212483,64415,6
25160,31050,53
12859,204035,4
203562,50231,9
203562,203562,18
201054,203632,15
203632,24482,7
203621,3320,54
1921,50629,4
1921,33891,12
1921,3214,25
1921,39351,4
1921,25160,21
1921,25091,36
1921,24482,44
1921,5405,22
1921,34927,29
1921,35598,2
16265,1921,1
34723,47734,180
204171,204171,1104
215116,50384,44
215116,215116,37
215116,35598,6
21496,34757,18
21496,21496,108
33871,35018,84
35018,35018,336
1103,213959,2
12859,213959,3
213959,39351,3
202585,51088,7
202585,213959,15
140984,212895,40
213959,41666,2
213959,34019,9
213959,24482,6
202585,34465,2
212895,42541,45
199524,213959,2
213959,8283,2
198330,35625,20
50629,57317,16
3320,57317,297
39351,57317,8
25159,48891,33
200448,3269,108
3320,51527,85
3215,50779,24
204173,41842,36
204173,204173,108
207335,39351,2
207335,47147,5
207335,6939,14
207335,34019,13
207335,8218,15
47935,50629,4
3214,47935,9
39351,47935,1
25091,47935,15
24482,47935,18
34927,47935,7
35598,47935,2
12741,212781,35
212781,24482,7
201054,204019,39
204019,24482,21
201054,204479,15
204479,24482,7
3216,49395,122
203641,39020,102
203641,203641,510
204280,6939,21
14080,200416,40
200416,200416,80
5511,8860,364
16019,49262,81
11031,2856,26
25091,29838,2481
204082,25091,3
203554,20562,4
203554,39351,4
203554,25160,4
203554,6939,32
203554,34019,8
203554,24482,22
203969,39351,3
203969,47147,9
203969,41666,2
203969,34019,11
203969,8218,15
203969,6939,18
203969,24482,15
203969,34927,3
203969,8283,1
33891,49709,1048
13030,49709,832
212440,917,13
212440,39351,4
211609,28917,38
211609,9049,9
12741,203845,372
15830,22663,132
202643,29208,176
202643,202643,704
39351,51786,125
47147,51786,702
34019,51786,101
51786,8218,1181
34224,49681,64
49681,49681,128
1103,49176,1
39351,49176,1
140984,49176,1
34019,49176,3
24482,49176,5
41047,49176,1
42541,49176,1
212483,49176,2
199524,49176,1
50629,8860,16
203990,702,180
49737,49737,204
3624,9002,193
3624,3624,648
3624,5405,121
13006,6939,20
8473,8881,2
8473,9002,2347
3216,8473,226
13030,8473,1544
206870,206870,54
203925,34984,107
203894,3320,144
2856,8336,88
6461,8336,84
8336,8336,304
12521,39398,256
204778,6939,22
204778,50763,1
49600,6233,224
47147,49600,57
49600,51185,371
199938,49600,13
34549,52025,147
35133,52025,2
208453,25160,66
208453,52025,406
20764,2603,1332
20764,33891,5647
199975,62255,177
60401,6939,22
24482,60401,11
41047,60401,1
212483,60401,2
25521,64418,28
64418,64418,28
3326,44873,207
33891,39737,47
39737,8359,10
13030,39737,735
249,6762,103
48326,65505,34
49117,65505,34
49117,49117,228
3303,9044,971
199787,201054,13
50607,56628,248
3170,3491,46566
203882,6893,247
199599,212277,23
200005,200005,246
200005,3303,9
28968,39351,1
209199,917,68
209199,52025,30
209199,42831,46
209199,6939,20
50629,57758,5
205206,57758,1
15943,57758,1
48185,57758,2
12737,205720,9
205720,205720,9
56899,60159,172
56899,6939,140
212483,56899,20
212054,25160,10
212054,8218,71
212054,24482,56
212054,5405,15
212054,41047,5
212054,212483,10
203612,30722,104
211074,6939,27
211074,8218,14
211074,41047,1
211074,212483,2
198777,201054,35
198777,24482,45
203649,39351,16
203649,6939,144
203649,203649,176
3303,41985,59
203256,5580,27
203547,33891,24
203547,39351,4
203547,25160,4
203547,6939,36
203547,34019,8
203547,24482,22
205714,5511,101
205714,205714,205
12479,44055,38
199971,5603,307
133524,137557,74
133524,133524,625
212280,212280,17532
203459,212280,644
213089,6939,132
208950,8821,121
34019,50754,18
24482,50754,44
199524,50754,8
203427,34309,206
204791,204791,78
34927,58057,2488
1103,61102,1
34019,61102,3
24482,61102,14
41047,61102,1
212483,61102,2
199524,61102,3
61102,8283,1
201054,209276,16
209276,24482,7
208331,24482,7
31122,48970,232
48970,48970,464
12406,38980,48
43142,48817,64
2635,31133,9
20562,2635,4
13237,203329,141
204598,60610,108
12849,203110,166
203077,203077,81
203266,24482,7
213576,34872,143
208453,213576,21
39351,924,12
213576,924,49
60326,924,3
140984,213576,3
41666,924,10
213576,25091,16
41047,924,10
213576,42541,3
43531,48804,52
3257,48804,69
1103,206521,18
12859,206521,12
206521,50629,24
206521,206521,600
206521,39351,18
206521,51088,9
206521,41666,9
206521,34019,42
206521,24482,102
15943,206521,6
206521,34927,36
206521,41047,9
206521,212483,18
199524,206521,9
206521,8283,9
48602,6939,104
24482,48602,44
48602,5405,12
41047,48602,4
212483,48602,8
206383,6453,125
214173,65001,24
203212,41047,2
203212,212483,4
12637,199181,12
1299,202730,81
208614,208614,9
208614,214289,3
199963,3209,77
20473,41954,562
203136,35805,157
34170,50629,4
3352,49118,15
205870,205870,1192
29169,3223,8
201054,203505,30
203505,24482,14
