as1,as2,count
1257,8220,4868
12715,29680,7689
13285,8220,169
12874,8220,1252
12430,29680,446
29447,8220,200
5378,8220,150
6848,8220,581
2119,8220,782
12713,8220,403
29680,32787,5689
29680,36351,476
25255,8220,182
29680,57463,4365
2110,8220,183
8220,8447,405
5432,8220,513
3303,8220,153
21334,8220,167
8220,8881,692
20676,8220,76
13335,29680,5807
12912,8220,366
15704,28008,381
5603,8220,130
786,8220,642
29680,766,138
8220,9605,790
16276,29680,578
12312,8220,30
8220,8468,117
29680,8708,199
13037,8220,40
8220,8612,215
20845,8220,251
29680,8560,411
8220,8400,595
12306,8220,34
31042,8220,2383
15704,3352,341
31027,8220,10406
42689,8220,269
36994,8220,482
2854,8220,75
15412,8220,1821
15435,8220,15
5413,8220,257
29680,8426,106
3352,8220,83
29314,8220,218
8220,8339,41
20804,8220,321
8220,8767,158
13041,29680,11
15763,8220,39
13101,8220,63
15830,29680,913
207790,8220,11
13045,8220,20
12605,8220,9
37662,8220,475
4651,8220,26
8220,8365,15
15224,8220,64
2818,8220,8
41289,8220,2
29680,39551,77
29680,60171,630
19679,29680,11
5403,8220,20
5539,8220,22
8220,8469,12
29680,8903,371
12337,8220,85
29119,29680,1818
42708,8220,5815
12876,8220,10
1241,8220,113
49685,8220,549
25394,8220,29
8220,8764,611
25540,8220,207
1248,8220,8
12479,29680,364
201838,8220,311
21351,8220,52
19551,29680,436
8220,9354,947
44407,8220,109
29680,3262,143
29680,34977,194
34659,8220,43
28876,8220,46
5769,8220,688
42652,8220,33
8220,8732,285
34606,8220,12
6663,8220,4157
30781,8220,11833
29680,42612,7
15967,29680,44
12693,8220,41
56478,8220,109
198930,8220,5
8220,8990,61
42965,8220,14
206067,8220,972
31500,8220,687
29680,33353,81
55850,8220,1798
17686,17961,98
12611,8220,32
62336,8220,37
29680,35699,398
11114,8220,7
11377,8220,27
61157,8220,209
56329,8220,66
21385,8220,51
200845,29680,415
29680,37721,397
29680,6752,24
29680,9165,5
34953,8220,28
41998,8220,80
8220,9136,38
29680,8772,321
11269,8220,37
12541,12541,1860
12541,39738,4
16168,29680,2
16371,29680,100
8220,8632,12
29283,8220,43
20836,8220,193
29680,6507,8
29838,8220,128
29680,37645,18
29680,57976,13
29680,34471,147
15704,8301,13
15704,28283,566
20647,8220,20
5430,8220,36
5578,8220,161
803,8220,34
29231,29680,1
29680,60314,1
15699,29680,32
12540,29680,1
20677,8220,21
24592,29680,11
15598,8220,123
16030,29680,41
12895,8220,1
8220,8422,15
29680,49600,174
60169,8220,14
201746,29680,152
3326,8220,237
29680,46489,6
20473,29680,77
24724,8220,39
20815,29680,16
16086,8220,7
16205,8220,15
29680,9186,2
29680,35394,19
29680,30892,12
29680,60273,11
29680,60068,176
62904,8220,828
12541,12980,3
29680,8637,181
202513,29680,26
29680,32934,32
49981,8220,6
29680,43833,133
13786,8220,9514
50324,8220,3
29680,51681,22
29680,8399,6
17534,23778,10
29680,3352,14
15704,42220,4
31449,8220,2
29670,8220,19
198792,8220,1
48173,8220,29
15704,16509,13
29680,43885,17
29680,59908,30
15704,6057,511
12541,58327,18
197712,29680,6
197267,29680,8
59395,8220,86
10310,29680,101
44684,8220,34
8220,8674,84
34756,8220,11
14537,29680,96
39605,8220,71
132876,8220,22
29680,48846,7
24594,8220,12
29680,49121,47
199496,29680,10
15704,57365,1
29680,43578,24
57119,8220,10
197991,29680,9
29680,64411,4
29680,42947,69
15704,4230,470
3333,8220,3921
29680,57286,17
36873,37506,4
11090,8220,17
20940,29680,76
210321,29680,60
212865,8220,15
202053,29680,3
199434,29680,6
12541,202829,33
203068,29680,17
29680,56630,43
21859,29680,7
12541,56909,11
12541,207136,8
206276,29680,28
215424,29680,3
12541,208939,1
203936,29680,61
12541,206195,11
35699,60609,112
60609,60609,560
200845,29119,22
208591,29680,13
29680,9009,87
208586,29680,1
12541,205341,20
29680,39020,76
12541,56345,12
63062,8220,4
205718,29680,11
60772,8220,44
12541,211554,9
12741,8220,276
12541,203600,12
29680,47806,6
29680,45037,18
24768,29680,1
37002,8220,5
202844,29680,3
137831,8220,19
29680,54113,6
12541,206837,22
14593,15704,21
64208,8220,5
12541,209492,21
12541,202814,9
13287,29680,88
60476,8220,3
12731,8220,19
12541,201152,2
60129,8220,2
3302,8220,515
8220,8426,7045
12541,201105,4
201553,29680,9
29680,49835,43
12541,2606,2
29680,5505,22
205697,29680,7
202813,29680,26
208103,29680,3
12541,206430,11
12541,206077,7
15704,54113,2
15704,204805,2
205572,29680,2
205375,29680,1
41690,8220,6
12541,215573,5
203835,29680,2
29680,63023,8
210847,29680,5
12541,212235,5
5400,8220,166
15704,29119,16
20860,8220,50
212849,33932,5
212849,212849,5
2906,29680,50
29680,56958,5
208486,29680,1
15704,212795,63
209281,35699,12
12541,207286,4
29680,62044,18
48273,8220,16
29680,36692,21
214043,29680,3
29680,55256,13
12541,26395,2
45014,8220,261
29680,6895,3
207614,29680,12
12541,203183,1
33932,43618,7
15704,199483,4
29680,39691,2
29680,42,110
2635,29680,18
43623,8220,2
20144,49638,8
8220,8757,26
199524,29680,22
29680,60134,8
15704,209835,10
199976,29680,12
29680,59432,22
29680,34655,24
12578,8220,8
15704,3223,3
15704,54309,2
211826,29680,5
29680,57910,104
203712,29680,8
199478,29680,44
6758,8220,46
202550,49835,7
139341,29680,2
35793,8220,18
29680,44477,54
12541,202125,4
34939,48386,8
202550,29680,12
20326,8220,85
29680,60917,8
208070,29680,4
52981,6762,6
268406,52981,4
12541,204774,4
24429,29680,2
29680,45102,6
29680,30081,1
4134,8220,4
15695,29680,7
14537,8220,178
29680,3856,2
29680,396986,3
1120,8220,4
15704,8657,1
15704,15830,1
1836,8220,8047
212755,29680,3
212087,29680,25
15704,202673,2
15704,2860,1
12541,213193,5
29680,49638,5
15704,205530,1
15704,200030,1
15704,204773,2
1547,8220,14
15704,210612,1
4657,8220,788
197927,29680,3
12189,8220,25
394354,8220,28
327802,328310,1
6677,8220,20
29680,32590,2
12541,202583,10
37271,8220,11381
200845,34977,1
210055,29680,1
24796,8220,3
51324,8220,5
213600,29680,1
8220,9119,1
200937,29680,2
211074,29680,1
203212,29680,2
15704,39328,1
12541,206657,8
212763,29680,3
12541,205499,1
15704,49600,1
206101,43578,4
206101,206101,16
29680,33932,10
210350,29680,1
204854,29680,4
12541,208257,4
12541,208738,3
12541,207987,8
8220,9044,7696
12541,213909,2
198853,215488,5
33072,3557,2
112,29680,4
112,15954,4
26415,396624,12
396624,396624,12
26415,29680,4
577,8220,4402
25152,29680,2
25152,49638,3
211441,29680,3
211271,49353,1
12541,212536,2
12541,200387,4
15704,57695,1
2486,8220,1
12541,25261,4
12843,8220,1
35717,8220,1
393225,8220,2
34779,8220,7
13150,29680,3
12541,202097,5
15704,42473,2
20253,29680,1
12541,209281,1
48846,48846,2
12541,205289,3
208591,208591,4
64711,766,2
64711,64711,4
198853,64711,2
64515,766,1
198096,64515,1
64600,766,1
15630,64600,1
203712,29119,2
64603,766,1
64603,64603,1
44593,64603,1
64710,766,2
34511,64710,2
12654,29680,1
43833,43833,2
57976,57976,4
48386,50069,3
37468,714,5414
3741,714,1208
37100,714,1562
37271,714,3139
37497,714,1565
37239,8075,1037
32653,8075,858
328206,8075,896
37271,8075,1030
37697,8075,894
8075,917,1922
328320,8075,1037
327983,8075,915
37680,8075,895
328137,8075,1037
327804,8075,1036
327960,8075,895
37468,58453,112862
37468,7713,19701
2856,30844,599
37100,5400,900
20940,37468,6502
37271,5410,166
37239,4134,4596
32653,4134,887
328206,4134,887
37497,4134,923
37680,4134,887
327782,4134,677
37468,4637,19906
37468,9318,19665
37100,9318,4833
37271,9318,9211
37468,702,8543
15169,37239,4831
15169,30844,3288
15169,37100,4268
15169,37271,4902
15169,37697,4295
15169,917,9093
15169,328320,4830
15169,327983,4429
15169,37680,4295
15169,328137,4830
15169,327804,4830
15169,327960,4830
17557,37468,10275
17557,30844,1514
37497,8966,3029
17557,5713,2397
16509,37468,9196
37468,4766,25680
30844,4766,8367
37100,4766,8569
37271,4766,6933
37468,9121,18956
30844,5607,54
37100,5607,80
37497,5607,136
15557,30844,500
37468,4761,2441
37497,4761,534
37468,7552,20837
30844,7552,4685
37100,7552,4859
37497,7552,7515
5713,7552,4780
15412,37468,11289
15412,3741,7335
3462,37468,4267
30844,3462,94
3462,37100,252
3462,37497,227
3462,5713,579
37468,3786,6871
37100,3786,2935
37271,3786,13656
37468,49666,27678
16509,37239,3690
16509,32653,2446
16509,328206,3658
16509,37271,5581
16509,37697,2434
16509,328320,3658
16509,327983,3215
16509,37680,2434
16509,328137,3659
16509,327804,3677
16509,327960,2434
37468,6774,787
3741,6774,1223
37271,6774,6075
16637,37239,806
16637,32653,361
16637,3491,228
16637,37271,1949
16637,37497,471
16637,328320,532
16637,327983,799
16637,37680,934
16637,328137,825
16637,327804,859
30844,37239,2059
30844,328206,3013
30844,37271,3061
30844,60068,1344
30844,328320,3395
30844,327983,3483
30844,37680,1365
30844,328137,2209
30844,327804,2044
30844,327960,3338
37468,6805,194
37100,6805,58
2603,37468,3054
13285,37468,469
13285,37100,238
12874,3741,839
30844,37100,40
37100,3741,958
37100,37271,3342
37100,37497,244
37100,37468,2832
37468,9680,470
1101,37468,63
1101,30844,12
1101,37100,30
1101,5713,16
16637,30844,532
16637,5713,131
37468,64049,13454
3741,64049,4707
37100,64049,5633
37497,64049,13282
5713,64049,4752
13489,37468,136
17557,37497,480
26615,37468,6675
33771,3491,88
37497,9304,1766
37468,44034,31
30844,44034,10
37100,44034,10
37497,44034,20
44034,5713,10
15169,32653,966
3741,4134,15474
37168,37239,32
32653,37168,32
199524,37168,25
328206,37168,8
37168,37497,2
37168,37680,25
327782,37168,1
3741,5713,156
37271,5713,1274
37497,5713,392
5713,917,425
37100,5713,124
18403,37468,41068
18403,37271,22835
37239,3741,996
199524,3741,1089
328206,3741,1328
3741,37697,1131
3741,917,1186
328320,3741,1589
327983,3741,1888
328137,3741,1039
327804,3741,1227
1136,37468,1906
1136,5713,653
37100,8551,1667
37271,8551,3085
3292,37100,894
3292,37271,1290
3741,5378,50
2119,37468,2340
2119,3741,1546
2119,37100,830
2119,37271,2965
37468,8657,635
37100,8657,115
37271,8657,431
37468,5466,109
3741,5466,53
37100,5466,61
37497,5466,114
5466,5713,56
37468,8708,2094
3741,8708,1047
37100,8708,657
37497,8708,1820
13285,3741,68
13285,37497,136
13285,37271,75
12713,37468,1723
12713,3741,641
12713,37100,619
12713,37271,1466
12713,37497,1288
37468,9158,93
37100,9158,65
5713,9158,32
3216,5713,2492
29465,37468,730
29465,3491,620
29465,30844,501
23889,37239,228
23889,32653,224
23889,3741,215
199524,23889,451
23889,37100,265
23889,37697,224
23889,917,229
23889,328320,228
23889,327983,226
23889,37680,224
23889,328137,229
23889,327804,229
23889,327960,229
37239,37662,2642
32653,327708,514
327708,37721,882
3491,37662,2930
199524,327708,449
327708,37697,459
327708,917,460
328320,37662,4359
327708,327983,511
327708,37680,460
327708,328137,449
327708,327804,514
327708,327960,455
37168,37721,52
37168,3741,24
37168,37697,24
37168,917,24
328320,37168,24
327983,37168,31
328137,37168,24
327804,37168,28
327960,37168,24
37468,9498,60934
30844,9498,24054
37100,9498,22857
37271,9498,57288
37497,9498,23723
37100,8220,4104
32653,37662,2769
199524,37662,2466
37662,37697,2905
37662,917,2762
327983,37662,2515
37662,37680,2639
327804,37662,2546
327960,37662,2807
37468,8452,323
30844,8452,5
37100,8452,14
37497,8452,28
5713,8452,14
20459,32653,76
20459,917,78
20459,327983,69
20459,37680,76
20459,327804,71
20459,327960,68
37468,6057,4319
30844,6057,2793
37100,6057,5286
37497,6057,103
5713,6057,2943
37468,4788,4747
32098,37468,11376
37468,6697,1440
37100,6697,510
37468,39386,18310
32653,39386,8333
37697,39386,8384
39386,917,10368
328320,39386,10011
327983,39386,8985
37680,39386,8332
328137,39386,10368
327804,39386,10307
327960,39386,10370
327782,3741,653
10474,37239,20
10474,32653,20
10474,37721,47
10474,199524,21
10474,37271,27
10474,37697,21
10474,917,26
10474,37680,21
10474,328137,25
10474,327804,24
10474,327960,23
37468,8966,2383
37100,8966,729
37271,8966,3171
12400,37468,1374
12400,30844,412
12400,37100,552
12400,37497,665
12400,5713,530
3741,8657,72
37497,8657,83
23764,37239,4417
23764,32653,4402
23764,328206,4643
31133,37271,16125
23764,327983,4370
23764,37680,4601
23764,328137,4607
23764,327804,4157
23764,327960,4597
16509,30844,384
16509,37100,1271
37468,7545,24153
32787,37468,6874
32787,3741,5683
32787,37100,6113
32787,37271,12511
37100,4788,1058
37468,9500,417
32934,37468,388
32934,3741,34
32934,37271,154
32934,37497,85
37468,4181,3294
36351,37468,1193
36351,3741,384
36351,37100,393
36351,37271,861
36351,37497,615
37468,8447,2208
5713,8447,582
12741,37468,2072
3741,57463,2278
12741,37100,753
12741,37271,2050
37497,57463,4269
30844,8447,99
37100,8447,499
37497,8447,198
37239,6774,370
32653,6774,389
3491,6774,518
37697,6774,390
6774,917,436
328320,6774,384
327983,6774,421
37680,6774,389
328137,6774,434
327804,6774,430
327960,6774,437
2860,37468,763
30844,8881,476
5713,8881,780
20676,37468,351
20676,37100,91
20676,5713,88
12353,37468,216
31133,37468,11100
30999,37239,165
30999,32653,165
3491,37468,1171
30999,328206,167
37271,37468,9099
30999,37697,156
30999,917,159
30999,328320,157
30999,327983,166
30999,37680,164
30999,328137,167
30999,327804,159
327960,37468,8378
37119,37239,42
32653,37119,34
37100,37119,27
37119,37468,83
327983,37119,35
327804,37119,38
37239,37457,550
32653,37457,542
37457,37721,1094
3491,37457,802
199524,37457,542
37457,37697,540
37457,917,548
328320,37457,548
327983,37457,550
3741,37457,2738
328137,37457,548
327804,37457,550
327960,37457,548
37468,38040,3853
13335,37239,5188
13335,3741,4450
13335,328206,5090
13335,37697,4915
13335,328320,5169
13335,327983,4984
13335,37680,4921
13335,328137,5089
13335,327804,5173
13335,327960,4920
37468,7632,1271
22356,7738,2543
327708,37239,132
3223,37468,4360
30844,3223,976
3223,37100,1274
3223,37271,3819
2603,37100,1284
22356,8167,1997
22356,4230,4788
30844,31133,1810
31133,37100,4442
31133,37497,5070
28008,37100,685
28008,5713,364
37468,50266,770
30844,50266,200
37100,50266,318
37497,50266,473
50266,5713,229
37468,5603,622
37100,5603,145
5603,5713,156
37468,786,1282
30844,786,310
37271,786,947
37468,766,981
37680,58453,448
30844,36914,1086
293,37468,399
293,37100,164
15802,37468,5341
15802,30844,1835
15802,37100,1513
15802,37497,669
15802,5713,917
14340,37468,220
14340,30844,40
37468,40065,1312
21859,37468,4842
37468,9605,4258
30844,9605,790
37100,9605,1249
37497,9605,1901
5713,9605,1111
2686,37468,860
2686,30844,291
2686,37100,343
2686,37271,670
3741,8075,59
12297,37468,1509
12297,37100,394
12297,5713,199
37468,8374,70
37100,8374,17
5713,8374,36
15895,37468,1034
15895,30844,24
15895,37100,312
15895,37497,50
15895,5713,278
37468,52075,100
3741,52075,16
37100,52075,40
37497,52075,40
52075,5713,24
30844,64049,785
37468,4818,503
3741,4788,2348
37497,4788,2081
12876,30844,13
12876,37100,18
12876,37271,34
12876,37497,30
16276,37468,640
16276,3741,545
16276,37100,570
16276,37271,1152
16276,37497,1114
2647,37468,213
37468,5713,4094
37468,4862,335
37468,9269,3720
37100,9269,843
37271,9269,1826
12312,37468,135
12312,37100,31
12312,5713,32
37468,8918,15
30844,8918,3
37100,8918,6
5713,8918,3
14551,37468,39
37468,600,1573
37468,8468,252
3741,8468,55
37100,8468,65
37497,8468,123
5713,8468,63
37468,8422,306
3741,8422,103
37100,8422,101
37497,8422,211
5713,8422,80
24940,37468,693
24940,30844,153
24940,37100,217
24940,37271,167
24940,37497,298
3741,8781,183
37100,8781,886
13037,37468,197
13037,3741,42
13037,37100,75
13037,37497,83
13037,5713,42
37468,8851,498
37100,8851,247
37468,5390,14
30844,5390,4
37100,5390,5
5390,5713,5
28725,37468,335
28725,3741,83
28725,37100,97
28725,37497,202
28725,5713,89
37468,8560,1595
3741,8560,383
37100,8560,411
37497,8560,794
5713,8560,400
37468,9050,2602
3741,9050,811
37100,9050,834
37497,9050,1730
5713,9050,796
15516,37468,53
15516,37100,30
15516,5713,10
3326,37468,3714
30844,3326,873
3326,37100,1006
3326,37271,2683
3326,37497,1801
37468,9145,361
3741,9145,136
37100,9145,141
37497,9145,292
5713,9145,88
206067,37468,556
206067,3741,160
206067,37100,352
206067,37497,368
206067,5713,207
37468,8400,2700
3741,8400,929
37100,8400,711
37497,8400,1868
5713,8400,677
327782,37239,56
32653,327782,55
327782,37721,139
199524,327782,43
327782,328206,87
327782,37697,48
327782,917,59
327782,328320,45
327782,327983,57
327782,37680,46
327782,328137,49
327782,327804,60
16637,37697,668
16637,917,740
37468,3999,69
37468,38082,8443
37468,9534,786
37468,9507,1951
37468,7670,567
28118,37468,1321
37035,37239,156
32653,37035,181
37035,37721,282
199524,37035,152
37035,37697,184
37035,917,189
327983,37035,104
37035,37680,184
328137,37035,156
327804,37035,157
327960,37035,107
12306,37468,147
12306,37100,43
12306,37497,116
12306,5713,39
32653,37468,7766
37468,917,7637
327983,37468,7535
37468,37680,7461
328137,37468,7499
327804,37468,10549
37468,6614,351
327693,37239,69
32653,327693,63
327693,37721,141
199524,327693,51
327693,37697,61
327693,917,60
327693,328320,87
327693,327983,69
327693,37680,56
327693,328137,70
327693,327804,70
327693,327960,70
37468,4657,1363
3741,4657,493
37271,4657,2422
37497,4657,1194
21928,37468,642
31042,37468,1170
30844,31042,467
31042,37100,272
31042,37497,543
31042,5713,246
262589,3741,1533
262589,37100,1197
262589,37497,2423
37468,4775,5082
30844,4775,400
37100,4775,402
37271,4775,289
37468,47794,1741
19551,37468,6480
19551,37497,1011
19551,5713,1110
1930,37468,774
2611,37468,102
2611,30844,30
2611,37100,36
2611,37497,66
2611,5713,36
2018,37239,450
2018,32653,450
2018,3491,466
2018,328206,464
2018,37271,480
2018,37697,447
2018,917,468
2018,328320,456
2018,327983,452
2018,37680,449
2018,328137,463
2018,327804,462
2018,327960,461
37105,37239,42
32653,37105,40
37105,37721,78
199524,37105,35
328206,37105,33
37105,37697,32
37105,917,39
37105,37680,33
328137,37105,39
327804,37105,50
37239,37342,515
32653,37342,515
37342,37721,1030
199524,37342,600
37342,37697,497
37342,917,515
31713,37342,252
37342,37680,515
328137,37342,515
327804,37342,515
327960,37342,515
37468,4651,4599
37468,9930,1463
37100,9930,458
37271,9930,1186
30844,9930,51
37497,9930,53
3303,37697,476
328137,3303,543
327960,3303,476
37497,9583,283
23764,328320,2262
37468,9505,2373
37468,50010,2292
137409,37497,4704
31027,37100,4379
31027,37271,5465
37468,42689,622
3741,42689,219
37100,42689,268
37271,42689,342
37497,42689,368
29049,37100,4031
29049,5713,2740
29049,37468,5092
215859,37468,294
18106,37100,2216
3741,45102,24
37497,45102,131
37468,4229,3303
37468,45899,17395
37468,45758,632
3741,45758,32
37100,45758,157
37497,45758,187
45758,5713,159
37100,45899,1088
37497,45899,1399
45899,5713,1241
11404,37468,5299
3737,37468,197
17639,37468,16144
17639,37100,1450
37468,4773,235
37468,6648,441
37100,6648,121
37468,6866,580
30844,6866,92
37100,6866,95
37271,6866,407
37497,6866,178
35320,37468,1747
30844,35320,356
35320,37497,720
37468,41230,58
3741,41230,23
37100,41230,30
37497,41230,46
41230,5713,12
2687,37468,1901
37468,61461,416
37468,54825,2418
37100,54825,950
54825,5713,995
36994,37239,423
32653,36994,471
3491,36994,402
328206,36994,471
36994,917,439
328320,36994,413
327983,36994,435
36994,37680,432
328137,36994,425
327804,36994,434
327960,36994,430
327983,37105,28
33765,37239,228
32653,33765,226
33765,37721,321
199524,33765,226
33765,37697,226
33765,917,229
327983,33765,225
33765,37680,226
328137,33765,228
327804,33765,229
327960,33765,227
36943,37239,6
32653,36943,5
327804,36943,5
36944,37239,79
32653,36944,68
36944,37721,154
3491,36944,84
199524,36944,68
36944,37468,94
36944,917,82
328320,36944,82
327983,36944,73
36944,37680,68
328137,36944,80
327804,36944,82
327960,36944,80
36874,37239,19
36874,5713,88
199524,36874,32
328206,36874,17
36874,37697,36
328320,36874,37
327983,36874,21
36874,37680,32
328137,36874,37
327804,36874,24
327960,36874,37
20459,37239,53
20459,37697,58
20459,328320,46
20459,328137,51
37028,37239,20
37028,37721,40
199524,37028,21
37028,37697,20
37028,917,21
37028,37680,21
328137,37028,20
327804,37028,20
37239,37613,336
32653,37613,339
199524,37613,591
37613,37697,346
37613,917,356
327983,37613,339
37613,37680,360
328137,37613,329
327960,37613,293
30844,36890,38
16637,327960,605
20928,37468,382
20928,37100,138
20928,5713,79
11845,37239,86
11845,32653,88
11845,37721,134
11845,199524,63
11845,328206,82
11845,37271,114
11845,37697,65
11845,917,66
11845,37680,110
11845,328137,68
11845,327804,69
14593,37239,30
32653,37273,190
199524,37273,149
14593,328206,30
37273,37697,193
37273,917,190
37273,37680,163
328137,37273,142
327804,37273,140
23576,37468,878
37468,50083,45
37100,50083,17
50083,5713,17
37468,7311,348
151326,37468,131
199995,30844,16
12578,37468,991
12578,30844,269
12578,37100,283
12578,37497,806
12578,5713,314
2854,37468,348
2854,30844,86
2854,37100,83
1680,37468,1149
1680,3741,298
1680,37100,574
1680,37497,869
1680,5713,508
16097,37468,542
16097,5713,144
31500,37468,2055
31500,3741,531
37100,8932,551
31500,37271,2889
31500,37497,2248
37468,45102,1045
37468,45430,5930
37468,4826,8604
37271,4826,4829
25180,3741,158
15796,37468,5
15796,5713,3
30404,37468,73
37100,38082,419
3462,3741,21
30844,4657,126
15435,37468,64
15435,30844,15
15435,37100,30
15435,5713,15
20686,37468,59
20686,37100,12
20686,5713,11
37468,39642,237
37100,39642,86
39642,5713,65
37468,41313,1193
37497,41313,781
41313,5713,332
200612,37271,462
3741,5413,121
32133,37468,358
20021,37468,141
37468,62255,1692
12912,37468,1241
12912,37100,356
12912,5713,271
37239,49902,21
32653,49902,20
37721,49902,40
199524,49902,20
37697,49902,20
49902,917,21
328320,49902,20
327983,49902,21
37680,49902,20
328137,49902,21
327804,49902,21
327960,49902,21
37468,8717,5488
37100,8717,1778
5713,8717,1807
37468,8866,3458
30844,8866,1106
37100,8866,2244
37497,8866,1998
5713,8866,1138
37468,8426,8567
3741,8426,892
37100,8426,1701
37271,8426,1754
37497,8426,466
20712,37468,261
20712,3741,71
20712,37100,95
20712,37497,166
20712,5713,95
29314,37468,786
29314,30844,254
29314,37100,258
29314,37497,655
29314,5713,246
37468,8339,180
37100,8339,66
5713,8339,40
1836,37468,11049
1836,37100,3432
1836,5713,1502
20804,37468,1816
20804,3741,152
20804,37100,645
20804,37271,1698
20804,37497,1376
30740,37468,57
30740,3741,11
30740,37100,13
30740,37497,30
30740,5713,22
37468,9044,2438
30844,9044,1596
37100,9044,1367
37497,9044,501
5713,9044,600
37468,8767,881
30844,8767,215
29259,37100,11
37497,8767,528
13194,37100,801
13194,37497,257
21221,37468,46
21221,30844,12
21221,37100,29
21221,5713,17
37468,44066,405
37100,44066,130
44066,5713,147
16265,3741,710
16265,5713,662
15763,37468,182
12329,30844,60
15763,37100,48
15763,5713,45
37497,5390,3
37468,48237,637
3741,48237,571
37100,48237,20
37497,48237,1089
48237,5713,266
13101,37468,361
13101,30844,66
13101,37100,144
13101,5713,66
15830,37468,4200
15830,3741,803
15830,37497,825
35228,37468,420
35228,3741,98
35228,37100,96
35228,37497,172
35228,5713,86
12414,37468,97
12414,30844,21
12414,37100,26
12414,37497,47
12414,5713,26
34245,37468,93
34245,3741,27
34245,37100,37
34245,37497,55
34245,5713,28
15703,37468,69
15703,5713,17
37100,8767,272
5713,8767,217
207790,37468,47
207790,30844,8
207790,37100,12
207790,37497,17
207790,5713,12
13045,37468,125
13045,37100,34
13045,5713,36
37468,39686,847
30844,39686,149
37100,39686,329
37497,39686,387
39686,5713,185
12605,37468,38
21013,30844,98
12605,37100,11
21013,37497,272
12605,5713,9
37468,8926,471
37100,8926,207
5713,8926,204
16097,37100,136
29286,37468,761
29286,37100,250
29286,5713,250
37468,8473,713
30844,8473,102
37100,8473,189
37497,8473,204
5713,8473,238
10310,37468,2479
10310,30844,317
10310,37100,700
10310,37271,812
10310,37497,419
37468,4134,3942
328471,37239,217
32653,328471,216
328471,37721,439
328471,3741,222
199524,328471,216
328206,328471,220
328471,37697,216
328471,917,223
328471,37680,216
328137,328471,223
327804,328471,224
37168,37168,3
37100,6774,52
36873,37468,2067
30844,36873,618
37119,60068,9
327782,37119,16
37119,3741,2
37119,37697,8
37119,917,10
328320,37119,6
37119,37680,7
328137,37119,11
327960,37119,10
37009,37239,117
32653,37009,116
37009,3741,91
37009,37271,108
37009,37697,116
37009,917,117
37009,37680,116
328137,37009,117
327804,37009,117
36994,37497,27
36994,60068,4
36994,5713,11
327782,36994,13
15958,37468,4565
15958,30844,1476
15958,37100,1390
15958,37497,5
15958,5713,695
30844,45899,571
37468,4648,3158
37468,38195,8414
37468,4809,842
37468,7679,315
37468,63956,1391
23947,37468,6451
23947,37271,1641
132602,37468,2472
17408,37468,1793
17547,37468,350
37468,9924,1721
37468,9299,1869
3741,4651,55
37100,4651,242
37497,4651,61
4651,5713,36
37468,7522,264
30844,7522,54
37100,7522,54
37497,7522,108
5713,7522,54
37468,45489,10628
30844,45489,2224
37100,45489,2468
45489,5713,1193
22742,37468,974
37468,40220,209
13536,37468,2327
11039,37468,14
11096,37468,613
29933,37468,26
37468,4385,7
13760,37468,2981
21949,37468,1722
37468,8365,126
3741,8365,48
37100,8365,48
37271,8365,171
37497,8365,228
23944,37468,538
2857,37468,32
2857,37100,16
37468,4136,280
2818,3741,4
2818,37100,7
2818,37271,14
2818,37497,9
1351,37468,4
22652,37468,10932
37468,9136,336
37100,9136,114
5713,9136,100
37468,7795,1210
12329,37468,82
12329,37100,26
12329,37497,94
12329,5713,26
17378,37468,1172
29075,37497,1615
200781,37468,42
200781,3741,8
200781,37100,16
200781,37497,22
34177,37468,3845
34177,3741,736
34177,37100,1368
34177,37497,405
34177,5713,712
37468,7610,6
29838,37468,666
11722,37468,349
2018,37497,17
2018,327782,3
37468,47605,1110
37100,47605,333
47605,5713,388
1916,37468,2254
12735,37468,8576
37468,9264,20
37468,7539,75
20633,37468,13
20633,37100,5
20633,5713,3
37468,41289,10
37100,41289,4
41289,5713,2
12843,37468,371
12843,37100,117
12843,5713,110
37100,8881,762
37468,56665,111
3741,56665,39
37100,56665,57
37497,56665,78
26744,37468,724
12897,37468,173
12897,37100,46
12897,5713,41
1251,37468,270
37468,4764,3213
37271,4764,1441
15305,37468,921
109,5713,5
37468,41887,177
37100,41887,76
37468,42517,17
37100,42517,6
42517,5713,6
15695,37468,440
25182,37468,7
25182,37100,5
25182,5713,2
37100,49362,4
20804,30844,765
12200,37468,317
2852,37468,229
2852,30844,55
2852,37100,69
2852,37497,52
2852,5713,54
174,5724,3
5724,5724,12
30844,50304,6008
28458,37468,1128
24586,37468,56
24586,30844,17
24586,37100,17
24586,5713,17
37468,5605,25
37100,5605,6
5605,5713,7
37468,43623,127
37100,43623,42
43623,5713,40
15943,30844,61
15943,37497,124
203329,37468,123
203329,37100,34
203329,5713,34
10674,37468,41
3741,54113,16
54113,5713,67
205881,37468,6
205881,37100,3
205881,5713,2
32425,37468,232
263237,37468,2234
26827,37468,380
20011,37239,1293
20011,32653,1293
20011,37721,2571
199524,20011,1276
20011,328206,1276
20011,37697,1276
20011,917,1278
20011,328320,1278
20011,327983,1293
20011,37680,1276
20011,328137,1278
20011,327804,1295
20011,327960,1278
21473,37468,259
21473,5713,72
37100,7713,388
37271,7713,321
37282,3741,562
37100,37282,1752
37282,37497,233
37282,5713,302
328608,37239,102
32653,328608,101
328608,37721,195
328608,3741,48
